['-0.24', '-0.39', '+0.02', '+0.28', 0]
['-0.01', '+0.21', '-0.01', '-0.27', 1]
['-0.00', '+0.01', '-0.01', '+0.02', 0]
['-0.00', '+0.21', '-0.01', '-0.28', 1]
['+0.00', '+0.01', '-0.02', '+0.01', 0]
['+0.00', '+0.21', '-0.02', '-0.29', 1]
['+0.00', '+0.01', '-0.02', '-0.00', 0]
['+0.00', '-0.18', '-0.02', '+0.28', 0]
['+0.00', '+0.02', '-0.02', '-0.02', 1]
['+0.00', '-0.18', '-0.02', '+0.27', 0]
['-0.00', '+0.02', '-0.01', '-0.03', 1]
['-0.00', '-0.18', '-0.01', '+0.26', 0]
['-0.01', '+0.02', '-0.01', '-0.04', 1]
['-0.00', '-0.18', '-0.01', '+0.25', 0]
['-0.01', '+0.02', '-0.01', '-0.04', 1]
['-0.01', '-0.18', '-0.01', '+0.25', 0]
['-0.01', '+0.02', '-0.00', '-0.05', 1]
['-0.01', '-0.18', '-0.00', '+0.25', 0]
['-0.01', '+0.02', '+0.00', '-0.05', 1]
['-0.01', '-0.18', '+0.00', '+0.25', 0]
['-0.02', '+0.02', '+0.01', '-0.05', 1]
['-0.02', '-0.18', '+0.01', '+0.25', 0]
['-0.02', '+0.02', '+0.01', '-0.04', 1]
['-0.02', '-0.18', '+0.01', '+0.25', 0]
['-0.02', '+0.02', '+0.02', '-0.04', 1]
['-0.02', '-0.18', '+0.01', '+0.26', 0]
['-0.03', '+0.02', '+0.02', '-0.03', 1]
['-0.03', '-0.18', '+0.02', '+0.27', 0]
['-0.03', '+0.02', '+0.02', '-0.01', 1]
['-0.03', '+0.21', '+0.02', '-0.30', 1]
['-0.03', '+0.01', '+0.02', '+0.00', 0]
['-0.03', '+0.21', '+0.02', '-0.29', 1]
['-0.02', '+0.01', '+0.01', '+0.01', 0]
['-0.02', '+0.21', '+0.01', '-0.28', 1]
['-0.02', '+0.01', '+0.01', '+0.02', 0]
['-0.02', '+0.21', '+0.01', '-0.27', 1]
['-0.01', '+0.01', '+0.00', '+0.03', 0]
['-0.01', '+0.21', '+0.00', '-0.27', 1]
['-0.01', '+0.01', '-0.00', '+0.03', 0]
['-0.01', '+0.21', '-0.00', '-0.27', 1]
['-0.00', '+0.01', '-0.01', '+0.03', 0]
['-0.00', '+0.21', '-0.01', '-0.27', 1]
['+0.00', '+0.01', '-0.01', '+0.02', 0]
['+0.00', '+0.21', '-0.01', '-0.27', 1]
['+0.00', '+0.01', '-0.02', '+0.02', 0]
['+0.00', '+0.21', '-0.02', '-0.28', 1]
['+0.01', '+0.01', '-0.02', '+0.01', 0]
['+0.01', '-0.18', '-0.02', '+0.29', 0]
['+0.01', '+0.02', '-0.02', '-0.01', 1]
['+0.01', '-0.18', '-0.02', '+0.28', 0]
['+0.00', '+0.02', '-0.01', '-0.02', 1]
['+0.00', '-0.18', '-0.01', '+0.27', 0]
['-0.00', '+0.02', '-0.01', '-0.03', 1]
['-0.00', '-0.18', '-0.01', '+0.26', 0]
['-0.00', '+0.02', '-0.00', '-0.03', 1]
['-0.00', '-0.18', '-0.00', '+0.26', 0]
['-0.01', '+0.02', '+0.00', '-0.03', 1]
['-0.01', '-0.18', '+0.00', '+0.26', 0]
['-0.01', '+0.02', '+0.01', '-0.03', 1]
['-0.01', '-0.18', '+0.01', '+0.27', 0]
['-0.01', '+0.02', '+0.01', '-0.02', 1]
['-0.01', '-0.18', '+0.01', '+0.27', 0]
['-0.02', '+0.02', '+0.02', '-0.02', 1]
['-0.02', '-0.18', '+0.02', '+0.28', 0]
['-0.02', '+0.01', '+0.02', '-0.00', 1]
['-0.02', '+0.21', '+0.02', '-0.29', 1]
['-0.02', '+0.01', '+0.02', '+0.01', 0]
['-0.02', '+0.21', '+0.02', '-0.28', 1]
['-0.01', '+0.01', '+0.01', '+0.02', 0]
['-0.01', '+0.21', '+0.01', '-0.27', 1]
['-0.01', '+0.01', '+0.01', '+0.03', 0]
['-0.01', '+0.21', '+0.01', '-0.26', 1]
['-0.00', '+0.01', '+0.00', '+0.03', 0]
['-0.00', '+0.21', '+0.00', '-0.26', 1]
['+0.00', '+0.01', '-0.00', '+0.04', 0]
['+0.00', '+0.21', '-0.00', '-0.26', 1]
['+0.01', '+0.01', '-0.01', '+0.04', 0]
['+0.01', '+0.21', '-0.01', '-0.26', 1]
['+0.01', '+0.01', '-0.01', '+0.03', 0]
['+0.01', '+0.21', '-0.01', '-0.26', 1]
['+0.02', '+0.01', '-0.02', '+0.03', 0]
['+0.02', '+0.21', '-0.01', '-0.27', 1]
['+0.02', '+0.01', '-0.02', '+0.02', 0]
['+0.02', '+0.21', '-0.02', '-0.28', 1]
['+0.02', '+0.01', '-0.03', '+0.00', 0]
['+0.02', '-0.18', '-0.03', '+0.29', 0]
['+0.02', '+0.02', '-0.02', '-0.01', 1]
['+0.02', '-0.18', '-0.02', '+0.27', 0]
['+0.02', '+0.02', '-0.01', '-0.03', 1]
['+0.02', '-0.18', '-0.01', '+0.26', 0]
['+0.01', '+0.02', '-0.01', '-0.03', 1]
['+0.01', '-0.18', '-0.01', '+0.26', 0]
['+0.01', '+0.02', '-0.01', '-0.04', 1]
['+0.01', '-0.18', '-0.01', '+0.25', 0]
['+0.01', '+0.02', '-0.00', '-0.04', 1]
['+0.01', '-0.18', '-0.00', '+0.25', 0]
['+0.00', '+0.02', '+0.00', '-0.05', 1]
['+0.00', '-0.18', '+0.00', '+0.25', 0]
['+0.00', '+0.02', '+0.01', '-0.04', 1]
['+0.00', '-0.18', '+0.01', '+0.25', 0]
['-0.00', '+0.02', '+0.01', '-0.04', 1]
['-0.00', '-0.18', '+0.01', '+0.26', 0]
['-0.01', '+0.02', '+0.02', '-0.03', 1]
['-0.03', '+0.18', '-0.03', '-0.26', 1]
['-0.03', '-0.02', '-0.03', '+0.03', 0]
['-0.03', '+0.18', '-0.03', '-0.28', 1]
['-0.02', '-0.02', '-0.04', '+0.01', 0]
['-0.03', '+0.18', '-0.04', '-0.30', 1]
['-0.02', '-0.02', '-0.04', '-0.02', 0]
['-0.02', '-0.21', '-0.04', '+0.26', 0]
['-0.03', '-0.01', '-0.04', '-0.05', 1]
['-0.03', '-0.21', '-0.04', '+0.24', 0]
['-0.03', '-0.01', '-0.03', '-0.07', 1]
['-0.03', '-0.21', '-0.04', '+0.21', 0]
['-0.04', '-0.01', '-0.03', '-0.09', 1]
['-0.04', '-0.21', '-0.03', '+0.19', 0]
['-0.04', '-0.01', '-0.03', '-0.11', 1]
['-0.04', '-0.21', '-0.03', '+0.17', 0]
['-0.04', '-0.01', '-0.03', '-0.13', 1]
['-0.04', '-0.21', '-0.03', '+0.15', 0]
['-0.05', '-0.01', '-0.03', '-0.15', 1]
['-0.05', '-0.20', '-0.03', '+0.13', 0]
['-0.05', '-0.01', '-0.03', '-0.17', 1]
['-0.05', '-0.20', '-0.03', '+0.11', 0]
['-0.06', '-0.01', '-0.03', '-0.19', 1]
['-0.06', '-0.20', '-0.03', '+0.09', 0]
['-0.06', '-0.01', '-0.03', '-0.21', 1]
['-0.06', '-0.20', '-0.04', '+0.07', 0]
['-0.07', '-0.01', '-0.03', '-0.23', 1]
['-0.07', '-0.20', '-0.04', '+0.05', 0]
['-0.07', '-0.01', '-0.04', '-0.25', 1]
['-0.07', '-0.20', '-0.04', '+0.03', 0]
['-0.07', '-0.00', '-0.04', '-0.28', 1]
['-0.07', '-0.20', '-0.05', '+0.00', 0]
['-0.08', '-0.39', '-0.05', '+0.28', 0]
['-0.09', '-0.20', '-0.04', '-0.03', 1]
['-0.09', '-0.39', '-0.04', '+0.25', 0]
['-0.10', '-0.20', '-0.04', '-0.06', 1]
['-0.10', '-0.39', '-0.04', '+0.22', 0]
['-0.11', '-0.19', '-0.03', '-0.08', 1]
['-0.11', '-0.39', '-0.04', '+0.20', 0]
['-0.12', '-0.19', '-0.03', '-0.10', 1]
['-0.12', '-0.39', '-0.03', '+0.18', 0]
['-0.13', '-0.19', '-0.03', '-0.12', 1]
['-0.14', '-0.39', '-0.03', '+0.16', 0]
['-0.14', '-0.19', '-0.03', '-0.14', 1]
['-0.15', '-0.39', '-0.03', '+0.14', 0]
['-0.16', '-0.19', '-0.03', '-0.16', 1]
['-0.16', '-0.39', '-0.03', '+0.12', 0]
['-0.17', '-0.19', '-0.03', '-0.18', 1]
['-0.17', '-0.38', '-0.03', '+0.10', 0]
['-0.18', '-0.19', '-0.03', '-0.21', 1]
['-0.18', '-0.38', '-0.04', '+0.08', 0]
['-0.19', '-0.19', '-0.04', '-0.23', 1]
['-0.19', '-0.38', '-0.04', '+0.05', 0]
['-0.20', '-0.58', '-0.04', '+0.33', 0]
['-0.21', '-0.38', '-0.03', '+0.03', 1]
['-0.22', '-0.58', '-0.03', '+0.31', 0]
['-0.23', '-0.38', '-0.03', '+0.01', 1]
['-0.24', '-0.58', '-0.03', '+0.29', 0]
['-0.25', '-0.38', '-0.02', '-0.01', 1]
['-0.26', '-0.57', '-0.02', '+0.28', 0]
['-0.27', '-0.38', '-0.01', '-0.02', 1]
['-0.28', '-0.57', '-0.01', '+0.27', 0]
['-0.29', '-0.38', '-0.01', '-0.03', 1]
['-0.30', '-0.57', '-0.01', '+0.26', 0]
['-0.31', '-0.38', '-0.00', '-0.04', 1]
['-0.32', '-0.57', '-0.01', '+0.26', 0]
['-0.33', '-0.38', '-0.00', '-0.04', 1]
['-0.33', '-0.57', '-0.00', '+0.25', 0]
['-0.35', '-0.38', '+0.00', '-0.04', 1]
['-0.35', '-0.57', '+0.00', '+0.25', 0]
['-0.37', '-0.38', '+0.01', '-0.04', 1]
['-0.37', '-0.57', '+0.01', '+0.26', 0]
['-0.38', '-0.38', '+0.01', '-0.03', 1]
['-0.39', '-0.57', '+0.01', '+0.26', 0]
['-0.40', '-0.38', '+0.02', '-0.02', 1]
['-0.41', '-0.57', '+0.02', '+0.27', 0]
['-0.42', '-0.38', '+0.02', '-0.01', 1]
['-0.43', '-0.58', '+0.02', '+0.29', 0]
['-0.44', '-0.38', '+0.03', '+0.00', 1]
['-0.45', '-0.58', '+0.03', '+0.30', 0]
['-0.46', '-0.38', '+0.03', '+0.02', 1]
['-0.47', '-0.58', '+0.03', '+0.32', 0]
['-0.48', '-0.38', '+0.04', '+0.04', 1]
['-0.49', '-0.19', '+0.04', '-0.24', 1]
['-0.49', '-0.38', '+0.04', '+0.07', 0]
['-0.50', '-0.19', '+0.04', '-0.22', 1]
['-0.50', '-0.38', '+0.03', '+0.09', 0]
['-0.51', '-0.19', '+0.04', '-0.19', 1]
['-0.51', '-0.39', '+0.03', '+0.11', 0]
['-0.52', '-0.19', '+0.03', '-0.17', 1]
['-0.53', '-0.39', '+0.03', '+0.13', 0]
['-0.53', '-0.19', '+0.03', '-0.15', 1]
['-0.54', '-0.39', '+0.03', '+0.15', 0]
['-0.55', '-0.19', '+0.03', '-0.13', 1]
['-0.55', '-0.39', '+0.03', '+0.17', 0]
['-0.56', '-0.19', '+0.03', '-0.11', 1]
['-0.56', '-0.39', '+0.03', '+0.19', 0]
['-0.57', '-0.19', '+0.04', '-0.09', 1]
['-0.57', '-0.39', '+0.03', '+0.21', 0]
['-0.58', '-0.20', '+0.04', '-0.07', 1]
['-0.58', '-0.39', '+0.04', '+0.24', 0]
['-0.59', '-0.20', '+0.04', '-0.05', 1]
['-0.60', '-0.39', '+0.04', '+0.26', 0]
['-0.60', '-0.20', '+0.05', '-0.02', 1]
['-0.61', '-0.39', '+0.05', '+0.29', 0]
['-0.62', '-0.20', '+0.05', '+0.01', 1]
['-0.62', '-0.39', '+0.05', '+0.32', 0]
['-0.63', '-0.20', '+0.06', '+0.04', 1]
['-0.63', '-0.01', '+0.06', '-0.23', 1]
['-0.63', '-0.20', '+0.05', '+0.08', 0]
['-0.64', '-0.01', '+0.05', '-0.20', 1]
['-0.64', '-0.20', '+0.05', '+0.11', 0]
['-0.64', '-0.01', '+0.05', '-0.17', 1]
['-0.64', '-0.21', '+0.05', '+0.14', 0]
['-0.64', '-0.01', '+0.05', '-0.13', 1]
['-0.64', '-0.21', '+0.05', '+0.18', 0]
['-0.65', '-0.01', '+0.05', '-0.10', 1]
['-0.65', '-0.21', '+0.05', '+0.21', 0]
['-0.65', '-0.01', '+0.06', '-0.07', 1]
['-0.65', '-0.21', '+0.05', '+0.24', 0]
['-0.66', '-0.02', '+0.06', '-0.03', 1]
['-0.66', '-0.21', '+0.06', '+0.28', 0]
['-0.66', '-0.02', '+0.06', '+0.00', 1]
['-0.66', '+0.18', '+0.06', '-0.27', 1]
['-0.66', '-0.02', '+0.06', '+0.05', 0]
['-0.66', '+0.18', '+0.06', '-0.23', 1]
['-0.66', '-0.02', '+0.06', '+0.08', 0]
['-0.66', '+0.17', '+0.06', '-0.19', 1]
['-0.65', '-0.02', '+0.05', '+0.12', 0]
['-0.65', '+0.17', '+0.06', '-0.16', 1]
['-0.65', '-0.02', '+0.05', '+0.15', 0]
['-0.65', '+0.17', '+0.06', '-0.12', 1]
['-0.65', '-0.03', '+0.05', '+0.19', 0]
['-0.65', '+0.17', '+0.06', '-0.09', 1]
['-0.64', '-0.03', '+0.05', '+0.22', 0]
['-0.64', '+0.17', '+0.06', '-0.05', 1]
['-0.64', '-0.03', '+0.06', '+0.26', 0]
['-0.64', '+0.17', '+0.06', '-0.02', 1]
['-0.64', '+0.36', '+0.06', '-0.29', 1]
['-0.63', '+0.16', '+0.06', '+0.02', 0]
['-0.63', '+0.36', '+0.06', '-0.25', 1]
['-0.62', '+0.16', '+0.05', '+0.06', 0]
['-0.62', '+0.36', '+0.05', '-0.22', 1]
['-0.61', '+0.16', '+0.05', '+0.09', 0]
['-0.61', '+0.36', '+0.05', '-0.18', 1]
['-0.60', '+0.16', '+0.05', '+0.12', 0]
['-0.60', '+0.35', '+0.05', '-0.15', 1]
['-0.59', '+0.16', '+0.05', '+0.15', 0]
['-0.59', '+0.35', '+0.05', '-0.12', 1]
['-0.58', '+0.16', '+0.05', '+0.18', 0]
['-0.58', '+0.35', '+0.05', '-0.09', 1]
['-0.57', '+0.16', '+0.05', '+0.22', 0]
['-0.57', '+0.35', '+0.05', '-0.06', 1]
['-0.56', '+0.54', '+0.05', '-0.34', 1]
['-0.55', '+0.35', '+0.05', '-0.03', 0]
['-0.54', '+0.54', '+0.05', '-0.31', 1]
['-0.53', '+0.35', '+0.04', '+0.00', 0]
['-0.52', '+0.54', '+0.04', '-0.28', 1]
['-0.51', '+0.35', '+0.03', '+0.03', 0]
['-0.51', '+0.54', '+0.03', '-0.26', 1]
['-0.49', '+0.34', '+0.03', '+0.05', 0]
['-0.49', '+0.54', '+0.03', '-0.24', 1]
['-0.48', '+0.34', '+0.03', '+0.07', 0]
['-0.47', '+0.54', '+0.03', '-0.22', 1]
['-0.46', '+0.34', '+0.02', '+0.08', 0]
['-0.45', '+0.54', '+0.02', '-0.20', 1]
['-0.44', '+0.34', '+0.02', '+0.10', 0]
['-0.43', '+0.54', '+0.02', '-0.19', 1]
['-0.42', '+0.34', '+0.02', '+0.11', 0]
['-0.42', '+0.54', '+0.02', '-0.18', 1]
['-0.41', '+0.34', '+0.02', '+0.12', 0]
['-0.40', '+0.54', '+0.02', '-0.17', 1]
['-0.39', '+0.34', '+0.02', '+0.13', 0]
['-0.38', '+0.54', '+0.02', '-0.15', 1]
['-0.37', '+0.34', '+0.02', '+0.14', 0]
['-0.36', '+0.54', '+0.02', '-0.14', 1]
['-0.35', '+0.34', '+0.02', '+0.15', 0]
['-0.35', '+0.53', '+0.02', '-0.13', 1]
['-0.34', '+0.34', '+0.02', '+0.17', 0]
['-0.33', '+0.53', '+0.02', '-0.12', 1]
['-0.32', '+0.34', '+0.02', '+0.18', 0]
['-0.31', '+0.53', '+0.02', '-0.11', 1]
['-0.30', '+0.34', '+0.02', '+0.19', 0]
['-0.29', '+0.53', '+0.02', '-0.10', 1]
['-0.28', '+0.73', '+0.02', '-0.38', 1]
['-0.27', '+0.53', '+0.01', '-0.09', 0]
['-0.26', '+0.73', '+0.01', '-0.37', 1]
['-0.24', '+0.53', '+0.00', '-0.08', 0]
['-0.23', '+0.73', '+0.00', '-0.37', 1]
['-0.22', '+0.53', '-0.01', '-0.08', 0]
['-0.21', '+0.73', '-0.01', '-0.37', 1]
['-0.19', '+0.53', '-0.02', '-0.08', 0]
['-0.18', '+0.73', '-0.02', '-0.38', 1]
['-0.17', '+0.53', '-0.02', '-0.09', 0]
['-0.16', '+0.34', '-0.03', '+0.19', 0]
['-0.15', '+0.53', '-0.02', '-0.11', 1]
['-0.14', '+0.34', '-0.02', '+0.18', 0]
['-0.13', '+0.53', '-0.02', '-0.12', 1]
['-0.12', '+0.34', '-0.02', '+0.16', 0]
['-0.12', '+0.54', '-0.02', '-0.14', 1]
['-0.11', '+0.34', '-0.02', '+0.15', 0]
['+0.05', '+0.20', '+0.02', '-0.28', 1]
['+0.05', '+0.00', '+0.02', '+0.02', 0]
['+0.05', '+0.20', '+0.02', '-0.26', 1]
['+0.06', '+0.00', '+0.01', '+0.03', 0]
['+0.06', '+0.20', '+0.01', '-0.26', 1]
['+0.06', '+0.00', '+0.01', '+0.04', 0]
['+0.06', '+0.20', '+0.01', '-0.25', 1]
['+0.06', '+0.00', '+0.00', '+0.05', 0]
['+0.06', '+0.20', '+0.00', '-0.25', 1]
['+0.07', '+0.00', '-0.00', '+0.05', 0]
['+0.07', '+0.20', '+0.00', '-0.24', 1]
['+0.07', '+0.00', '-0.00', '+0.05', 0]
['+0.07', '+0.20', '-0.00', '-0.25', 1]
['+0.08', '+0.00', '-0.01', '+0.05', 0]
['+0.08', '+0.20', '-0.01', '-0.25', 1]
['+0.08', '+0.00', '-0.01', '+0.04', 0]
['+0.08', '+0.20', '-0.01', '-0.26', 1]
['+0.08', '+0.00', '-0.02', '+0.03', 0]
['+0.08', '+0.20', '-0.02', '-0.27', 1]
['+0.09', '+0.00', '-0.02', '+0.02', 0]
['+0.09', '+0.20', '-0.02', '-0.28', 1]
['+0.09', '+0.00', '-0.03', '+0.01', 0]
['+0.09', '+0.20', '-0.03', '-0.29', 1]
['+0.10', '+0.00', '-0.03', '-0.01', 0]
['+0.10', '-0.19', '-0.03', '+0.27', 0]
['+0.09', '+0.00', '-0.03', '-0.03', 1]
['+0.09', '-0.19', '-0.03', '+0.25', 0]
['+0.09', '+0.00', '-0.02', '-0.05', 1]
['+0.09', '-0.19', '-0.02', '+0.24', 0]
['+0.08', '+0.01', '-0.02', '-0.06', 1]
['+0.09', '-0.19', '-0.02', '+0.23', 0]
['+0.08', '+0.01', '-0.02', '-0.07', 1]
['+0.08', '-0.19', '-0.02', '+0.21', 0]
['+0.08', '+0.01', '-0.01', '-0.08', 1]
['+0.08', '-0.19', '-0.01', '+0.20', 0]
['+0.07', '+0.01', '-0.01', '-0.09', 1]
['+0.07', '-0.19', '-0.01', '+0.20', 0]
['+0.07', '+0.01', '-0.01', '-0.10', 1]
['+0.07', '-0.19', '-0.01', '+0.19', 0]
['+0.07', '+0.01', '-0.01', '-0.11', 1]
['+0.07', '-0.19', '-0.01', '+0.19', 0]
['+0.06', '+0.01', '-0.00', '-0.11', 1]
['+0.06', '-0.19', '-0.01', '+0.18', 0]
['+0.06', '+0.01', '-0.00', '-0.11', 1]
['+0.06', '-0.19', '-0.01', '+0.18', 0]
['+0.06', '+0.01', '-0.00', '-0.12', 1]
['+0.06', '-0.19', '-0.00', '+0.18', 0]
['+0.05', '+0.01', '-0.00', '-0.12', 1]
['+0.05', '-0.19', '-0.00', '+0.17', 0]
['+0.05', '+0.01', '+0.00', '-0.12', 1]
['+0.05', '-0.19', '-0.00', '+0.17', 0]
['+0.05', '+0.01', '+0.00', '-0.12', 1]
['+0.05', '-0.19', '-0.00', '+0.17', 0]
['+0.04', '+0.01', '+0.00', '-0.12', 1]
['+0.04', '-0.19', '-0.00', '+0.17', 0]
['+0.04', '+0.01', '+0.00', '-0.12', 1]
['+0.04', '-0.19', '+0.00', '+0.17', 0]
['+0.03', '+0.01', '+0.00', '-0.12', 1]
['+0.03', '-0.19', '+0.00', '+0.17', 0]
['+0.03', '+0.01', '+0.01', '-0.12', 1]
['+0.03', '-0.19', '+0.00', '+0.18', 0]
['+0.03', '+0.01', '+0.01', '-0.11', 1]
['+0.03', '-0.19', '+0.00', '+0.18', 0]
['+0.02', '+0.01', '+0.01', '-0.11', 1]
['+0.02', '-0.19', '+0.01', '+0.18', 0]
['+0.02', '+0.01', '+0.01', '-0.11', 1]
['+0.02', '-0.19', '+0.01', '+0.19', 0]
['+0.02', '+0.01', '+0.01', '-0.10', 1]
['+0.02', '-0.19', '+0.01', '+0.19', 0]
['+0.01', '+0.01', '+0.01', '-0.10', 1]
['+0.01', '-0.19', '+0.01', '+0.20', 0]
['+0.01', '+0.01', '+0.01', '-0.09', 1]
['+0.01', '-0.19', '+0.01', '+0.21', 0]
['+0.01', '+0.01', '+0.02', '-0.08', 1]
['+0.01', '-0.19', '+0.02', '+0.22', 0]
['+0.00', '+0.01', '+0.02', '-0.07', 1]
['+0.00', '-0.19', '+0.02', '+0.23', 0]
['-0.00', '+0.01', '+0.02', '-0.06', 1]
['-0.00', '-0.19', '+0.02', '+0.24', 0]
['-0.01', '+0.00', '+0.03', '-0.04', 1]
['-0.01', '-0.19', '+0.03', '+0.26', 0]
['-0.01', '+0.00', '+0.03', '-0.03', 1]
['-0.01', '+0.20', '+0.03', '-0.31', 1]
['-0.00', '+0.00', '+0.02', '-0.01', 0]
['-0.00', '+0.20', '+0.02', '-0.29', 1]
['-0.00', '+0.00', '+0.02', '+0.01', 0]
['-0.00', '+0.20', '+0.02', '-0.28', 1]
['+0.00', '+0.00', '+0.01', '+0.02', 0]
['+0.00', '+0.20', '+0.01', '-0.27', 1]
['+0.01', '+0.00', '+0.01', '+0.03', 0]
['+0.01', '+0.20', '+0.01', '-0.26', 1]
['+0.01', '+0.00', '+0.00', '+0.04', 0]
['+0.01', '+0.20', '+0.00', '-0.26', 1]
['+0.01', '+0.00', '-0.00', '+0.04', 0]
['+0.02', '+0.20', '+0.00', '-0.25', 1]
['+0.02', '+0.00', '-0.00', '+0.04', 0]
['+0.02', '+0.20', '-0.00', '-0.26', 1]
['+0.02', '+0.00', '-0.01', '+0.04', 0]
['+0.02', '+0.20', '-0.01', '-0.26', 1]
['+0.03', '+0.00', '-0.01', '+0.03', 0]
['+0.03', '+0.20', '-0.01', '-0.27', 1]
['+0.03', '+0.00', '-0.02', '+0.02', 0]
['+0.03', '+0.20', '-0.02', '-0.28', 1]
['+0.03', '+0.00', '-0.02', '+0.01', 0]
['+0.03', '+0.20', '-0.02', '-0.29', 1]
['+0.04', '+0.00', '-0.03', '-0.00', 0]
['+0.04', '+0.20', '-0.03', '-0.31', 1]
['+0.04', '+0.00', '-0.04', '-0.02', 0]
['+0.04', '-0.19', '-0.04', '+0.26', 0]
['+0.04', '+0.00', '-0.03', '-0.04', 1]
['+0.04', '-0.19', '-0.03', '+0.24', 0]
['+0.04', '+0.01', '-0.03', '-0.06', 1]
['+0.04', '-0.19', '-0.03', '+0.22', 0]
['+0.03', '+0.01', '-0.02', '-0.08', 1]
['+0.03', '-0.19', '-0.03', '+0.20', 0]
['+0.03', '+0.01', '-0.02', '-0.10', 1]
['+0.03', '-0.19', '-0.02', '+0.19', 0]
['+0.02', '+0.01', '-0.02', '-0.11', 1]
['+0.02', '-0.19', '-0.02', '+0.18', 0]
['+0.02', '+0.01', '-0.02', '-0.12', 1]
['+0.02', '-0.19', '-0.02', '+0.16', 0]
['+0.02', '+0.01', '-0.02', '-0.14', 1]
['+0.02', '-0.19', '-0.02', '+0.15', 0]
['+0.01', '+0.01', '-0.02', '-0.15', 1]
['+0.01', '-0.19', '-0.02', '+0.14', 0]
['+0.01', '+0.01', '-0.02', '-0.16', 1]
['+0.01', '-0.18', '-0.02', '+0.13', 0]
['+0.01', '+0.01', '-0.02', '-0.17', 1]
['+0.01', '-0.18', '-0.02', '+0.12', 0]
['+0.00', '+0.01', '-0.02', '-0.18', 1]
['+0.00', '-0.18', '-0.02', '+0.11', 0]
['-0.00', '+0.01', '-0.02', '-0.19', 1]
['+0.00', '-0.18', '-0.02', '+0.09', 0]
['-0.00', '+0.01', '-0.02', '-0.21', 1]
['-0.00', '-0.18', '-0.03', '+0.08', 0]
['-0.01', '+0.01', '-0.02', '-0.22', 1]
['-0.01', '-0.18', '-0.03', '+0.06', 0]
['-0.01', '+0.01', '-0.03', '-0.24', 1]
['-0.01', '-0.18', '-0.03', '+0.04', 0]
['-0.01', '-0.38', '-0.03', '+0.33', 0]
['-0.02', '-0.18', '-0.03', '+0.02', 1]
['-0.02', '-0.37', '-0.02', '+0.31', 0]
['-0.03', '-0.18', '-0.02', '+0.01', 1]
['-0.04', '-0.37', '-0.02', '+0.29', 0]
['-0.04', '-0.18', '-0.01', '-0.00', 1]
['-0.05', '-0.37', '-0.01', '+0.28', 0]
['-0.05', '-0.18', '-0.01', '-0.01', 1]
['-0.06', '-0.37', '-0.01', '+0.28', 0]
['-0.07', '-0.18', '-0.00', '-0.02', 1]
['-0.07', '-0.37', '-0.00', '+0.28', 0]
['-0.08', '-0.18', '+0.00', '-0.02', 1]
['-0.08', '-0.37', '+0.00', '+0.28', 0]
['-0.09', '-0.18', '+0.01', '-0.02', 1]
['-0.09', '-0.37', '+0.01', '+0.28', 0]
['-0.10', '-0.18', '+0.01', '-0.01', 1]
['-0.10', '-0.37', '+0.01', '+0.29', 0]
['-0.11', '-0.18', '+0.02', '-0.00', 1]
['-0.11', '-0.37', '+0.02', '+0.30', 0]
['-0.12', '-0.18', '+0.03', '+0.01', 1]
['-0.12', '-0.38', '+0.03', '+0.31', 0]
['-0.13', '-0.18', '+0.03', '+0.03', 1]
['-0.14', '+0.01', '+0.03', '-0.25', 1]
['-0.14', '-0.18', '+0.03', '+0.05', 0]
['-0.14', '+0.01', '+0.03', '-0.24', 1]
['-0.14', '-0.18', '+0.02', '+0.07', 0]
['-0.14', '+0.01', '+0.03', '-0.22', 1]
['-0.14', '-0.18', '+0.02', '+0.08', 0]
['-0.15', '+0.01', '+0.02', '-0.20', 1]
['-0.15', '-0.18', '+0.02', '+0.09', 0]
['-0.15', '+0.01', '+0.02', '-0.19', 1]
['-0.15', '-0.18', '+0.02', '+0.11', 0]
['-0.15', '+0.01', '+0.02', '-0.18', 1]
['-0.15', '-0.18', '+0.01', '+0.12', 0]
['-0.16', '+0.01', '+0.02', '-0.17', 1]
['-0.16', '-0.18', '+0.01', '+0.13', 0]
['-0.16', '+0.01', '+0.02', '-0.16', 1]
['-0.16', '-0.19', '+0.01', '+0.14', 0]
['-0.16', '+0.01', '+0.02', '-0.15', 1]
['-0.16', '-0.19', '+0.01', '+0.15', 0]
['-0.17', '+0.01', '+0.02', '-0.14', 1]
['-0.17', '-0.19', '+0.01', '+0.16', 0]
['-0.17', '+0.01', '+0.02', '-0.13', 1]
['-0.17', '-0.19', '+0.01', '+0.16', 0]
['-0.17', '+0.01', '+0.02', '-0.12', 1]
['-0.17', '-0.19', '+0.01', '+0.17', 0]
['-0.18', '+0.01', '+0.02', '-0.11', 1]
['-0.18', '-0.19', '+0.02', '+0.18', 0]
['-0.18', '+0.01', '+0.02', '-0.10', 1]
['-0.18', '-0.19', '+0.02', '+0.19', 0]
['-0.18', '+0.01', '+0.02', '-0.09', 1]
['-0.18', '-0.19', '+0.02', '+0.21', 0]
['-0.19', '+0.01', '+0.02', '-0.08', 1]
['-0.19', '-0.19', '+0.02', '+0.22', 0]
['-0.19', '+0.01', '+0.03', '-0.07', 1]
['-0.19', '-0.19', '+0.02', '+0.23', 0]
['-0.20', '+0.01', '+0.03', '-0.05', 1]
['-0.20', '-0.19', '+0.03', '+0.25', 0]
