['-0.20', '+0.00', '+0.04', '-0.01', 1]
['-0.26', '-0.14', '+0.03', '+0.15', 0]
['-0.27', '+0.05', '+0.04', '-0.13', 1]
['-0.27', '-0.14', '+0.03', '+0.18', 0]
['-0.27', '+0.05', '+0.04', '-0.11', 1]
['-0.27', '-0.14', '+0.04', '+0.20', 0]
['-0.27', '+0.05', '+0.04', '-0.08', 1]
['-0.27', '-0.14', '+0.04', '+0.22', 0]
['-0.27', '+0.05', '+0.04', '-0.06', 1]
['-0.27', '-0.15', '+0.04', '+0.25', 0]
['-0.27', '+0.05', '+0.05', '-0.03', 1]
['-0.27', '-0.15', '+0.05', '+0.27', 0]
['-0.28', '+0.05', '+0.05', '-0.00', 1]
['-0.27', '+0.24', '+0.05', '-0.28', 1]
['-0.27', '+0.05', '+0.05', '+0.03', 0]
['-0.27', '+0.24', '+0.05', '-0.25', 1]
['-0.26', '+0.05', '+0.04', '+0.06', 0]
['-0.26', '+0.24', '+0.04', '-0.22', 1]
['-0.26', '+0.04', '+0.04', '+0.08', 0]
['-0.26', '+0.24', '+0.04', '-0.20', 1]
['-0.25', '+0.04', '+0.04', '+0.11', 0]
['-0.25', '+0.24', '+0.04', '-0.17', 1]
['-0.25', '+0.04', '+0.03', '+0.13', 0]
['-0.25', '+0.24', '+0.04', '-0.15', 1]
['-0.24', '+0.04', '+0.03', '+0.15', 0]
['-0.24', '+0.24', '+0.04', '-0.13', 1]
['-0.24', '+0.04', '+0.03', '+0.17', 0]
['-0.24', '+0.23', '+0.04', '-0.11', 1]
['-0.23', '+0.04', '+0.04', '+0.20', 0]
['-0.23', '+0.23', '+0.04', '-0.08', 1]
['-0.23', '+0.04', '+0.04', '+0.22', 0]
['-0.22', '+0.23', '+0.04', '-0.06', 1]
['-0.22', '+0.43', '+0.04', '-0.34', 1]
['-0.21', '+0.23', '+0.03', '-0.03', 0]
['-0.21', '+0.43', '+0.03', '-0.32', 1]
['-0.20', '+0.23', '+0.03', '-0.01', 0]
['-0.19', '+0.42', '+0.03', '-0.30', 1]
['-0.19', '+0.23', '+0.02', '+0.00', 0]
['-0.18', '+0.42', '+0.02', '-0.28', 1]
['-0.17', '+0.23', '+0.02', '+0.02', 0]
['-0.17', '+0.42', '+0.02', '-0.27', 1]
['-0.16', '+0.23', '+0.01', '+0.03', 0]
['-0.15', '+0.42', '+0.01', '-0.26', 1]
['-0.15', '+0.23', '+0.01', '+0.03', 0]
['-0.14', '+0.42', '+0.01', '-0.26', 1]
['-0.13', '+0.23', '+0.00', '+0.04', 0]
['-0.13', '+0.42', '+0.00', '-0.25', 1]
['-0.12', '+0.23', '-0.00', '+0.04', 0]
['-0.12', '+0.42', '-0.00', '-0.25', 1]
['-0.11', '+0.23', '-0.01', '+0.04', 0]
['-0.10', '+0.42', '-0.01', '-0.26', 1]
['-0.09', '+0.23', '-0.01', '+0.03', 0]
['-0.09', '+0.42', '-0.01', '-0.26', 1]
['-0.08', '+0.23', '-0.02', '+0.03', 0]
['-0.08', '+0.42', '-0.02', '-0.27', 1]
['-0.07', '+0.23', '-0.02', '+0.02', 0]
['-0.06', '+0.42', '-0.02', '-0.28', 1]
['-0.05', '+0.23', '-0.03', '+0.00', 0]
['-0.05', '+0.42', '-0.03', '-0.30', 1]
['-0.04', '+0.23', '-0.03', '-0.01', 0]
['-0.04', '+0.43', '-0.03', '-0.32', 1]
['-0.03', '+0.23', '-0.04', '-0.03', 0]
['-0.02', '+0.43', '-0.04', '-0.34', 1]
['-0.02', '+0.23', '-0.05', '-0.06', 0]
['-0.01', '+0.04', '-0.05', '+0.22', 0]
['-0.01', '+0.23', '-0.04', '-0.09', 1]
['-0.01', '+0.04', '-0.04', '+0.19', 0]
['-0.00', '+0.23', '-0.04', '-0.12', 1]
['+0.00', '+0.04', '-0.04', '+0.16', 0]
['+0.00', '+0.24', '-0.04', '-0.14', 1]
['+0.01', '+0.04', '-0.04', '+0.14', 0]
['+0.01', '+0.24', '-0.04', '-0.17', 1]
['+0.01', '+0.04', '-0.04', '+0.11', 0]
['+0.01', '+0.24', '-0.04', '-0.19', 1]
['+0.02', '+0.04', '-0.05', '+0.08', 0]
['+0.02', '+0.24', '-0.04', '-0.22', 1]
['+0.02', '+0.05', '-0.05', '+0.06', 0]
['+0.02', '+0.24', '-0.05', '-0.25', 1]
['+0.03', '+0.05', '-0.05', '+0.03', 0]
['+0.03', '+0.24', '-0.05', '-0.28', 1]
['+0.03', '+0.05', '-0.06', '-0.01', 0]
['+0.04', '-0.15', '-0.06', '+0.27', 0]
['+0.03', '+0.05', '-0.05', '-0.04', 1]
['+0.03', '-0.14', '-0.05', '+0.23', 0]
['+0.03', '+0.05', '-0.05', '-0.07', 1]
['+0.03', '-0.14', '-0.05', '+0.20', 0]
['+0.03', '+0.05', '-0.05', '-0.11', 1]
['+0.03', '-0.14', '-0.05', '+0.17', 0]
['+0.03', '+0.05', '-0.04', '-0.13', 1]
['+0.03', '-0.14', '-0.05', '+0.14', 0]
['+0.02', '+0.06', '-0.04', '-0.16', 1]
['+0.03', '-0.14', '-0.05', '+0.12', 0]
['+0.02', '+0.06', '-0.04', '-0.19', 1]
['+0.02', '-0.14', '-0.05', '+0.09', 0]
['+0.02', '+0.06', '-0.05', '-0.22', 1]
['+0.02', '-0.14', '-0.05', '+0.06', 0]
['+0.02', '+0.06', '-0.05', '-0.25', 1]
['+0.02', '-0.14', '-0.06', '+0.02', 0]
['+0.02', '-0.33', '-0.05', '+0.30', 0]
['+0.01', '-0.13', '-0.05', '-0.01', 1]
['+0.01', '-0.33', '-0.05', '+0.27', 0]
['+0.00', '-0.13', '-0.04', '-0.04', 1]
['-0.00', '-0.33', '-0.04', '+0.24', 0]
['-0.02', '+0.15', '+0.05', '-0.27', 1]
['-0.02', '-0.05', '+0.04', '+0.04', 0]
['-0.02', '+0.15', '+0.04', '-0.24', 1]
['-0.02', '-0.05', '+0.04', '+0.06', 0]
['-0.02', '+0.15', '+0.04', '-0.22', 1]
['-0.02', '-0.05', '+0.03', '+0.09', 0]
['-0.02', '+0.15', '+0.04', '-0.19', 1]
['-0.01', '-0.05', '+0.03', '+0.11', 0]
['-0.01', '+0.14', '+0.03', '-0.17', 1]
['-0.01', '-0.05', '+0.03', '+0.13', 0]
['-0.01', '+0.14', '+0.03', '-0.15', 1]
['-0.01', '-0.05', '+0.03', '+0.15', 0]
['-0.01', '+0.14', '+0.03', '-0.13', 1]
['-0.01', '-0.05', '+0.03', '+0.17', 0]
['-0.01', '+0.14', '+0.03', '-0.11', 1]
['-0.01', '+0.34', '+0.03', '-0.39', 1]
['+0.00', '+0.14', '+0.02', '-0.09', 0]
['+0.00', '+0.34', '+0.02', '-0.38', 1]
['+0.01', '+0.14', '+0.02', '-0.08', 0]
['+0.01', '+0.34', '+0.01', '-0.36', 1]
['+0.02', '+0.14', '+0.01', '-0.07', 0]
['+0.02', '+0.33', '+0.01', '-0.36', 1]
['+0.03', '+0.14', '-0.00', '-0.06', 0]
['+0.03', '+0.33', '-0.00', '-0.36', 1]
['+0.04', '+0.14', '-0.01', '-0.06', 0]
['+0.04', '+0.33', '-0.01', '-0.36', 1]
['+0.05', '+0.14', '-0.02', '-0.07', 0]
['+0.05', '+0.34', '-0.02', '-0.37', 1]
['+0.06', '+0.14', '-0.03', '-0.08', 0]
['+0.06', '+0.34', '-0.03', '-0.38', 1]
['+0.07', '+0.14', '-0.04', '-0.10', 0]
['+0.07', '-0.05', '-0.04', '+0.18', 0]
['+0.07', '+0.14', '-0.04', '-0.13', 1]
['+0.07', '-0.05', '-0.04', '+0.16', 0]
['+0.07', '+0.14', '-0.03', '-0.15', 1]
['+0.07', '-0.05', '-0.04', '+0.13', 0]
['+0.07', '+0.14', '-0.04', '-0.17', 1]
['+0.08', '-0.05', '-0.04', '+0.11', 0]
['+0.07', '+0.15', '-0.04', '-0.19', 1]
['+0.08', '-0.05', '-0.04', '+0.09', 0]
['+0.08', '+0.15', '-0.04', '-0.22', 1]
['+0.08', '-0.05', '-0.04', '+0.06', 0]
['+0.08', '+0.15', '-0.04', '-0.24', 1]
['+0.08', '-0.05', '-0.05', '+0.04', 0]
['+0.08', '+0.15', '-0.05', '-0.27', 1]
['+0.08', '-0.05', '-0.05', '+0.01', 0]
['+0.08', '+0.15', '-0.05', '-0.30', 1]
['+0.09', '-0.04', '-0.06', '-0.03', 0]
['+0.08', '-0.24', '-0.06', '+0.25', 0]
['+0.08', '-0.04', '-0.05', '-0.06', 1]
['+0.08', '-0.24', '-0.05', '+0.21', 0]
['+0.07', '-0.04', '-0.05', '-0.10', 1]
['+0.07', '-0.24', '-0.05', '+0.18', 0]
['+0.07', '-0.04', '-0.05', '-0.13', 1]
['+0.07', '-0.23', '-0.05', '+0.15', 0]
['+0.06', '-0.04', '-0.05', '-0.16', 1]
['+0.06', '-0.23', '-0.05', '+0.12', 0]
['+0.06', '-0.04', '-0.05', '-0.19', 1]
['+0.06', '-0.23', '-0.05', '+0.09', 0]
['+0.05', '-0.04', '-0.05', '-0.22', 1]
['+0.05', '-0.23', '-0.05', '+0.06', 0]
['+0.05', '-0.42', '-0.05', '+0.33', 0]
['+0.04', '-0.23', '-0.05', '+0.02', 1]
['+0.03', '-0.42', '-0.05', '+0.30', 0]
['+0.03', '-0.23', '-0.04', '-0.01', 1]
['+0.02', '-0.42', '-0.04', '+0.27', 0]
['+0.01', '-0.23', '-0.04', '-0.03', 1]
['+0.01', '-0.42', '-0.04', '+0.25', 0]
['+0.00', '-0.22', '-0.03', '-0.06', 1]
['-0.00', '-0.42', '-0.03', '+0.23', 0]
['-0.01', '-0.22', '-0.03', '-0.08', 1]
['-0.02', '-0.42', '-0.03', '+0.21', 0]
['-0.03', '-0.22', '-0.03', '-0.09', 1]
['-0.03', '-0.42', '-0.03', '+0.19', 0]
['-0.04', '-0.22', '-0.02', '-0.11', 1]
['-0.04', '-0.42', '-0.03', '+0.17', 0]
['-0.05', '-0.22', '-0.02', '-0.13', 1]
['-0.06', '-0.42', '-0.02', '+0.16', 0]
['-0.06', '-0.22', '-0.02', '-0.14', 1]
['-0.07', '-0.42', '-0.02', '+0.14', 0]
['-0.08', '-0.22', '-0.02', '-0.16', 1]
['-0.08', '-0.41', '-0.02', '+0.13', 0]
['-0.09', '-0.22', '-0.02', '-0.17', 1]
['-0.09', '-0.41', '-0.03', '+0.12', 0]
['-0.10', '-0.61', '-0.02', '+0.40', 0]
['-0.11', '-0.41', '-0.02', '+0.10', 1]
['-0.12', '-0.61', '-0.01', '+0.39', 0]
['-0.13', '-0.41', '-0.01', '+0.09', 1]
['-0.14', '-0.61', '-0.00', '+0.38', 0]
['-0.16', '-0.41', '+0.00', '+0.09', 1]
['-0.16', '-0.61', '+0.01', '+0.38', 0]
['-0.18', '-0.41', '+0.01', '+0.09', 1]
['-0.18', '-0.61', '+0.02', '+0.39', 0]
['-0.20', '-0.41', '+0.02', '+0.10', 1]
['-0.20', '-0.61', '+0.03', '+0.40', 0]
['-0.22', '-0.41', '+0.03', '+0.12', 1]
['-0.22', '-0.22', '+0.04', '-0.17', 1]
['-0.23', '-0.42', '+0.03', '+0.14', 0]
['-0.24', '-0.22', '+0.04', '-0.14', 1]
['-0.24', '-0.42', '+0.03', '+0.16', 0]
['-0.25', '-0.22', '+0.04', '-0.12', 1]
['-0.25', '-0.42', '+0.03', '+0.18', 0]
['-0.26', '-0.22', '+0.04', '-0.10', 1]
['-0.27', '-0.42', '+0.03', '+0.20', 0]
['-0.28', '-0.22', '+0.04', '-0.08', 1]
['-0.28', '-0.42', '+0.04', '+0.22', 0]
['-0.29', '-0.22', '+0.04', '-0.06', 1]
['-0.29', '-0.42', '+0.04', '+0.25', 0]
['-0.30', '-0.23', '+0.05', '-0.03', 1]
['-0.31', '-0.42', '+0.04', '+0.28', 0]
['-0.31', '-0.23', '+0.05', '-0.00', 1]
['-0.32', '-0.42', '+0.05', '+0.31', 0]
['-0.33', '-0.23', '+0.06', '+0.03', 1]
['-0.33', '-0.42', '+0.06', '+0.34', 0]
['-0.34', '-0.23', '+0.06', '+0.07', 1]
['-0.34', '-0.04', '+0.06', '-0.21', 1]
['-0.35', '-0.23', '+0.06', '+0.11', 0]
['-0.35', '-0.04', '+0.06', '-0.17', 1]
['-0.35', '-0.23', '+0.06', '+0.14', 0]
['-0.36', '-0.04', '+0.06', '-0.13', 1]
['-0.36', '-0.24', '+0.06', '+0.18', 0]
['-0.36', '-0.04', '+0.06', '-0.09', 1]
['-0.36', '-0.24', '+0.06', '+0.22', 0]
['-0.37', '-0.04', '+0.07', '-0.05', 1]
['-0.37', '-0.24', '+0.07', '+0.26', 0]
['-0.37', '-0.04', '+0.07', '-0.01', 1]
['-0.37', '+0.15', '+0.07', '-0.28', 1]
['-0.37', '-0.05', '+0.06', '+0.04', 0]
['-0.37', '+0.15', '+0.07', '-0.24', 1]
['-0.37', '-0.05', '+0.06', '+0.08', 0]
['-0.37', '+0.15', '+0.06', '-0.20', 1]
['-0.37', '-0.05', '+0.06', '+0.11', 0]
['-0.37', '+0.14', '+0.06', '-0.16', 1]
['-0.36', '-0.05', '+0.06', '+0.15', 0]
['-0.37', '+0.14', '+0.06', '-0.12', 1]
['-0.36', '-0.05', '+0.06', '+0.19', 0]
['-0.36', '+0.14', '+0.06', '-0.08', 1]
['-0.36', '+0.33', '+0.06', '-0.36', 1]
['-0.35', '+0.14', '+0.05', '-0.05', 0]
['-0.35', '+0.33', '+0.05', '-0.32', 1]
['-0.34', '+0.14', '+0.05', '-0.01', 0]
['-0.34', '+0.33', '+0.05', '-0.29', 1]
['-0.34', '+0.14', '+0.04', '+0.02', 0]
['-0.33', '+0.33', '+0.04', '-0.26', 1]
['-0.33', '+0.13', '+0.03', '+0.04', 0]
['-0.32', '+0.33', '+0.04', '-0.24', 1]
['-0.32', '+0.13', '+0.03', '+0.06', 0]
['-0.31', '+0.33', '+0.03', '-0.22', 1]
['-0.31', '+0.13', '+0.03', '+0.08', 0]
['-0.30', '+0.33', '+0.03', '-0.20', 1]
['-0.30', '+0.13', '+0.03', '+0.10', 0]
['-0.30', '+0.33', '+0.03', '-0.18', 1]
['-0.29', '+0.13', '+0.02', '+0.12', 0]
['-0.29', '+0.33', '+0.03', '-0.17', 1]
['-0.28', '+0.13', '+0.02', '+0.13', 0]
['-0.28', '+0.33', '+0.02', '-0.15', 1]
['-0.27', '+0.52', '+0.02', '-0.44', 1]
['-0.26', '+0.32', '+0.01', '-0.14', 0]
['-0.25', '+0.52', '+0.01', '-0.43', 1]
['-0.24', '+0.32', '+0.00', '-0.13', 0]
['-0.24', '+0.52', '-0.00', '-0.42', 1]
['-0.23', '+0.32', '-0.01', '-0.13', 0]
['-0.22', '+0.52', '-0.01', '-0.43', 1]
['-0.21', '+0.32', '-0.02', '-0.14', 0]
['-0.20', '+0.13', '-0.02', '+0.15', 0]
['-0.20', '+0.33', '-0.02', '-0.15', 1]
['-0.19', '+0.13', '-0.02', '+0.13', 0]
['-0.19', '+0.33', '-0.02', '-0.17', 1]
['-0.19', '+0.13', '-0.02', '+0.12', 0]
['-0.18', '+0.33', '-0.02', '-0.18', 1]
['-0.18', '+0.13', '-0.03', '+0.11', 0]
['-0.17', '+0.33', '-0.02', '-0.19', 1]
['-0.17', '+0.13', '-0.03', '+0.09', 0]
['-0.16', '+0.33', '-0.02', '-0.21', 1]
['-0.16', '+0.13', '-0.03', '+0.08', 0]
['-0.15', '+0.33', '-0.03', '-0.23', 1]
['-0.15', '+0.13', '-0.03', '+0.06', 0]
['-0.15', '+0.33', '-0.03', '-0.25', 1]
['-0.14', '+0.14', '-0.04', '+0.04', 0]
['-0.14', '+0.33', '-0.04', '-0.27', 1]
['-0.13', '+0.14', '-0.04', '+0.02', 0]
['-0.13', '+0.33', '-0.04', '-0.29', 1]
['-0.12', '+0.14', '-0.05', '-0.01', 0]
['-0.12', '+0.33', '-0.05', '-0.32', 1]
['-0.11', '+0.14', '-0.05', '-0.04', 0]
['-0.11', '+0.33', '-0.05', '-0.35', 1]
['-0.10', '+0.14', '-0.06', '-0.07', 0]
['-0.10', '-0.05', '-0.06', '+0.20', 0]
['-0.10', '+0.14', '-0.06', '-0.11', 1]
['-0.10', '-0.05', '-0.06', '+0.16', 0]
['-0.10', '+0.14', '-0.06', '-0.15', 1]
['-0.10', '-0.05', '-0.06', '+0.13', 0]
['-0.10', '+0.15', '-0.06', '-0.18', 1]
['-0.09', '-0.05', '-0.06', '+0.09', 0]
['-0.09', '+0.15', '-0.06', '-0.22', 1]
['-0.09', '-0.05', '-0.06', '+0.05', 0]
['-0.09', '+0.15', '-0.06', '-0.26', 1]
['-0.09', '-0.05', '-0.07', '+0.01', 0]
['-0.09', '-0.24', '-0.07', '+0.28', 0]
['-0.09', '-0.04', '-0.06', '-0.03', 1]
['-0.01', '+0.23', '+0.00', '-0.24', 1]
['-0.01', '+0.03', '-0.00', '+0.05', 0]
['-0.01', '+0.23', '-0.00', '-0.24', 1]
['-0.00', '+0.03', '-0.01', '+0.05', 0]
['-0.00', '+0.23', '-0.00', '-0.24', 1]
['+0.00', '+0.03', '-0.01', '+0.05', 0]
['+0.00', '+0.23', '-0.01', '-0.25', 1]
['+0.01', '+0.03', '-0.01', '+0.04', 0]
['+0.01', '+0.23', '-0.01', '-0.26', 1]
['+0.01', '+0.03', '-0.02', '+0.03', 0]
['+0.01', '+0.23', '-0.02', '-0.27', 1]
['+0.02', '+0.03', '-0.02', '+0.02', 0]
['+0.02', '+0.23', '-0.02', '-0.28', 1]
['+0.02', '+0.03', '-0.03', '+0.01', 0]
['+0.02', '+0.23', '-0.03', '-0.29', 1]
['+0.03', '+0.03', '-0.03', '-0.01', 0]
['+0.03', '+0.23', '-0.03', '-0.31', 1]
['+0.03', '+0.04', '-0.04', '-0.03', 0]
['+0.03', '+0.23', '-0.04', '-0.34', 1]
['+0.04', '+0.04', '-0.05', '-0.06', 0]
['+0.04', '-0.16', '-0.05', '+0.22', 0]
['+0.04', '+0.04', '-0.04', '-0.09', 1]
['+0.04', '-0.16', '-0.05', '+0.19', 0]
['+0.03', '+0.04', '-0.04', '-0.12', 1]
['+0.03', '-0.16', '-0.04', '+0.16', 0]
['+0.03', '+0.04', '-0.04', '-0.14', 1]
['+0.03', '-0.15', '-0.04', '+0.14', 0]
['+0.03', '+0.04', '-0.04', '-0.17', 1]
['+0.03', '-0.15', '-0.04', '+0.11', 0]
['+0.03', '+0.04', '-0.04', '-0.20', 1]
['+0.03', '-0.15', '-0.05', '+0.08', 0]
['+0.02', '+0.04', '-0.05', '-0.23', 1]
['+0.03', '-0.15', '-0.05', '+0.05', 0]
['+0.02', '+0.05', '-0.05', '-0.26', 1]
['+0.02', '-0.15', '-0.05', '+0.02', 0]
['+0.02', '+0.05', '-0.05', '-0.29', 1]
['+0.02', '-0.15', '-0.06', '-0.01', 0]
['+0.02', '-0.34', '-0.06', '+0.26', 0]
['+0.01', '-0.15', '-0.05', '-0.05', 1]
['+0.01', '-0.34', '-0.05', '+0.23', 0]
['+0.00', '-0.14', '-0.05', '-0.08', 1]
['-0.00', '-0.34', '-0.05', '+0.19', 0]
['-0.01', '-0.14', '-0.05', '-0.12', 1]
['-0.01', '-0.34', '-0.05', '+0.16', 0]
['-0.02', '-0.14', '-0.05', '-0.15', 1]
['-0.02', '-0.34', '-0.05', '+0.13', 0]
['-0.03', '-0.14', '-0.05', '-0.18', 1]
['-0.03', '-0.33', '-0.05', '+0.10', 0]
['-0.04', '-0.14', '-0.05', '-0.21', 1]
['-0.04', '-0.33', '-0.05', '+0.07', 0]
['-0.05', '-0.14', '-0.05', '-0.24', 1]
['-0.05', '-0.33', '-0.06', '+0.03', 0]
['-0.06', '-0.53', '-0.06', '+0.31', 0]
['-0.07', '-0.33', '-0.05', '-0.00', 1]
['-0.07', '-0.52', '-0.05', '+0.28', 0]
['-0.08', '-0.33', '-0.04', '-0.03', 1]
['-0.09', '-0.52', '-0.05', '+0.25', 0]
['-0.10', '-0.33', '-0.04', '-0.06', 1]
['-0.11', '-0.52', '-0.04', '+0.22', 0]
['-0.12', '-0.33', '-0.04', '-0.09', 1]
['-0.12', '-0.52', '-0.04', '+0.19', 0]
['-0.13', '-0.32', '-0.03', '-0.11', 1]
['-0.14', '-0.52', '-0.04', '+0.17', 0]
['-0.15', '-0.32', '-0.03', '-0.13', 1]
['-0.16', '-0.52', '-0.04', '+0.15', 0]
['-0.17', '-0.32', '-0.03', '-0.16', 1]
['-0.17', '-0.52', '-0.04', '+0.13', 0]
['-0.18', '-0.32', '-0.03', '-0.18', 1]
['-0.19', '-0.52', '-0.04', '+0.10', 0]
['-0.20', '-0.71', '-0.04', '+0.39', 0]
['-0.22', '-0.52', '-0.03', '+0.08', 1]
['-0.23', '-0.71', '-0.03', '+0.37', 0]
['-0.24', '-0.51', '-0.02', '+0.06', 1]
['-0.25', '-0.71', '-0.02', '+0.35', 0]
['-0.26', '-0.51', '-0.01', '+0.05', 1]
['-0.27', '-0.71', '-0.01', '+0.34', 0]
['-0.29', '-0.51', '-0.00', '+0.05', 1]
['-0.30', '-0.71', '-0.00', '+0.34', 0]
['-0.31', '-0.51', '+0.01', '+0.05', 1]
['-0.32', '-0.71', '+0.01', '+0.34', 0]
['-0.34', '-0.51', '+0.01', '+0.05', 1]
['-0.35', '-0.71', '+0.01', '+0.35', 0]
['-0.36', '-0.51', '+0.02', '+0.06', 1]
['-0.37', '-0.71', '+0.02', '+0.36', 0]
['-0.39', '-0.51', '+0.03', '+0.07', 1]
['-0.40', '-0.71', '+0.03', '+0.37', 0]
['-0.41', '-0.52', '+0.04', '+0.09', 1]
['-0.42', '-0.71', '+0.04', '+0.39', 0]
['-0.44', '-0.52', '+0.05', '+0.11', 1]
['-0.45', '-0.32', '+0.05', '-0.16', 1]
['-0.45', '-0.52', '+0.05', '+0.15', 0]
['-0.46', '-0.32', '+0.05', '-0.13', 1]
['-0.47', '-0.52', '+0.05', '+0.18', 0]
['-0.48', '-0.32', '+0.05', '-0.10', 1]
['-0.49', '-0.52', '+0.05', '+0.21', 0]
['-0.50', '-0.33', '+0.05', '-0.07', 1]
['-0.50', '-0.52', '+0.05', '+0.24', 0]
['-0.51', '-0.33', '+0.06', '-0.04', 1]
['-0.52', '-0.52', '+0.06', '+0.27', 0]
['-0.53', '-0.33', '+0.06', '-0.00', 1]
['-0.54', '-0.53', '+0.06', '+0.31', 0]
['-0.55', '-0.33', '+0.07', '+0.04', 1]
['-0.55', '-0.53', '+0.07', '+0.35', 0]
['-0.56', '-0.33', '+0.07', '+0.08', 1]
['-0.57', '-0.14', '+0.08', '-0.19', 1]
['-0.57', '-0.34', '+0.07', '+0.13', 0]
['-0.58', '-0.14', '+0.07', '-0.14', 1]
['-0.58', '-0.34', '+0.07', '+0.17', 0]
['-0.59', '-0.14', '+0.08', '-0.10', 1]
['-0.59', '-0.34', '+0.07', '+0.22', 0]
['-0.60', '-0.15', '+0.08', '-0.05', 1]
['-0.60', '-0.34', '+0.08', '+0.27', 0]
['-0.61', '-0.15', '+0.08', '-0.00', 1]
['-0.61', '-0.34', '+0.08', '+0.32', 0]
['-0.62', '-0.15', '+0.09', '+0.05', 1]
['-0.62', '+0.04', '+0.09', '-0.21', 1]
['-0.62', '-0.15', '+0.09', '+0.11', 0]
['-0.62', '+0.04', '+0.09', '-0.16', 1]
['-0.62', '-0.15', '+0.08', '+0.16', 0]
['-0.63', '+0.04', '+0.09', '-0.11', 1]
['-0.63', '-0.16', '+0.09', '+0.21', 0]
['-0.63', '+0.04', '+0.09', '-0.05', 1]
['-0.63', '-0.16', '+0.09', '+0.27', 0]
['-0.63', '+0.03', '+0.09', '+0.00', 1]
['-0.63', '+0.23', '+0.09', '-0.26', 1]
['-0.63', '+0.03', '+0.09', '+0.06', 0]
['-0.63', '+0.23', '+0.09', '-0.20', 1]
['-0.62', '+0.03', '+0.09', '+0.12', 0]
['-0.62', '+0.22', '+0.09', '-0.14', 1]
['-0.62', '+0.03', '+0.09', '+0.17', 0]
['-0.62', '+0.22', '+0.09', '-0.09', 1]
['-0.61', '+0.02', '+0.09', '+0.23', 0]
['-0.61', '+0.22', '+0.09', '-0.03', 1]
['-0.61', '+0.41', '+0.09', '-0.30', 1]
['-0.60', '+0.22', '+0.08', '+0.02', 0]
['-0.59', '+0.41', '+0.09', '-0.24', 1]
['-0.59', '+0.21', '+0.08', '+0.08', 0]
['-0.58', '+0.41', '+0.08', '-0.19', 1]
['-0.57', '+0.21', '+0.08', '+0.13', 0]
['-0.57', '+0.40', '+0.08', '-0.14', 1]
['-0.56', '+0.21', '+0.08', '+0.18', 0]
['-0.56', '+0.40', '+0.08', '-0.09', 1]
['-0.55', '+0.60', '+0.08', '-0.36', 1]
['-0.54', '+0.40', '+0.07', '-0.04', 0]
['-0.53', '+0.59', '+0.07', '-0.31', 1]
['-0.52', '+0.40', '+0.07', '+0.01', 0]
['-0.51', '+0.59', '+0.07', '-0.26', 1]
['-0.50', '+0.40', '+0.06', '+0.05', 0]
['-0.49', '+0.59', '+0.06', '-0.22', 1]
['-0.48', '+0.39', '+0.06', '+0.09', 0]
['-0.47', '+0.59', '+0.06', '-0.19', 1]
['-0.46', '+0.39', '+0.06', '+0.12', 0]
['-0.45', '+0.59', '+0.06', '-0.15', 1]
['-0.44', '+0.78', '+0.05', '-0.42', 1]
['-0.42', '+0.59', '+0.05', '-0.12', 0]
['-0.41', '+0.78', '+0.04', '-0.39', 1]
['-0.40', '+0.58', '+0.04', '-0.09', 0]
['-0.38', '+0.78', '+0.03', '-0.37', 1]
['-0.37', '+0.58', '+0.03', '-0.06', 0]
['-0.36', '+0.78', '+0.03', '-0.35', 1]
['-0.34', '+0.58', '+0.02', '-0.05', 0]
['-0.33', '+0.78', '+0.02', '-0.34', 1]
['-0.31', '+0.58', '+0.01', '-0.04', 0]
['-0.30', '+0.78', '+0.01', '-0.33', 1]
['-0.29', '+0.58', '+0.00', '-0.03', 0]
['-0.28', '+0.78', '+0.00', '-0.32', 1]
['-0.26', '+0.58', '-0.00', '-0.03', 0]
['-0.25', '+0.78', '-0.00', '-0.32', 1]
['-0.23', '+0.58', '-0.01', '-0.03', 0]
['-0.22', '+0.78', '-0.01', '-0.33', 1]
['-0.21', '+0.58', '-0.02', '-0.04', 0]
['-0.19', '+0.78', '-0.02', '-0.34', 1]
['-0.18', '+0.58', '-0.02', '-0.05', 0]
['-0.17', '+0.78', '-0.03', '-0.35', 1]
['-0.15', '+0.58', '-0.03', '-0.06', 0]
['-0.14', '+0.78', '-0.03', '-0.37', 1]
['-0.12', '+0.58', '-0.04', '-0.09', 0]
['-0.11', '+0.78', '-0.04', '-0.39', 1]
['-0.10', '+0.58', '-0.05', '-0.11', 0]
['-0.08', '+0.78', '-0.05', '-0.42', 1]
['-0.07', '+0.59', '-0.06', '-0.15', 0]
['-0.06', '+0.78', '-0.06', '-0.46', 1]
['-0.04', '+0.59', '-0.07', '-0.19', 0]
['-0.03', '+0.39', '-0.08', '+0.08', 0]
['-0.02', '+0.59', '-0.08', '-0.23', 1]
['-0.01', '+0.40', '-0.08', '+0.04', 0]
['-0.00', '+0.59', '-0.08', '-0.28', 1]
['+0.01', '+0.40', '-0.09', '-0.02', 0]
['+0.02', '+0.59', '-0.09', '-0.33', 1]
['+0.03', '+0.40', '-0.09', '-0.07', 0]
['+0.04', '+0.60', '-0.09', '-0.39', 1]
['+0.05', '+0.40', '-0.10', '-0.13', 0]
['+0.06', '+0.21', '-0.10', '+0.13', 0]
['+0.06', '+0.41', '-0.10', '-0.19', 1]
['+0.07', '+0.21', '-0.11', '+0.07', 0]
['+0.07', '+0.41', '-0.10', '-0.26', 1]
['+0.08', '+0.22', '-0.11', '+0.00', 0]
