['-0.29', '+0.76', '+0.02', '-0.42', 1]
['-0.37', '+0.17', '+0.11', '+0.06', 0]
['-0.37', '+0.37', '+0.11', '-0.20', 1]
['-0.36', '+0.17', '+0.11', '+0.13', 0]
['-0.36', '+0.36', '+0.11', '-0.13', 1]
['-0.35', '+0.56', '+0.11', '-0.39', 1]
['-0.34', '+0.36', '+0.10', '-0.07', 0]
['-0.33', '+0.56', '+0.10', '-0.33', 1]
['-0.32', '+0.36', '+0.09', '-0.00', 0]
['-0.31', '+0.55', '+0.09', '-0.27', 1]
['-0.30', '+0.36', '+0.08', '+0.05', 0]
['-0.29', '+0.55', '+0.08', '-0.21', 1]
['-0.28', '+0.74', '+0.08', '-0.48', 1]
['-0.27', '+0.55', '+0.07', '-0.16', 0]
['-0.26', '+0.74', '+0.07', '-0.43', 1]
['-0.24', '+0.55', '+0.06', '-0.12', 0]
['-0.23', '+0.74', '+0.06', '-0.39', 1]
['-0.22', '+0.54', '+0.05', '-0.08', 0]
['-0.20', '+0.74', '+0.05', '-0.36', 1]
['-0.19', '+0.54', '+0.04', '-0.05', 0]
['-0.18', '+0.74', '+0.04', '-0.33', 1]
['-0.16', '+0.54', '+0.03', '-0.02', 0]
['-0.15', '+0.74', '+0.03', '-0.31', 1]
['-0.14', '+0.93', '+0.03', '-0.59', 1]
['-0.12', '+0.74', '+0.01', '-0.29', 0]
['-0.11', '+0.93', '+0.01', '-0.58', 1]
['-0.09', '+0.73', '-0.00', '-0.28', 0]
['-0.07', '+0.93', '-0.01', '-0.57', 1]
['-0.05', '+0.74', '-0.02', '-0.28', 0]
['-0.04', '+0.93', '-0.03', '-0.58', 1]
['-0.02', '+0.74', '-0.04', '-0.30', 0]
['-0.01', '+0.93', '-0.04', '-0.60', 1]
['+0.01', '+0.74', '-0.06', '-0.32', 0]
['+0.03', '+0.93', '-0.06', '-0.63', 1]
['+0.05', '+0.74', '-0.07', '-0.36', 0]
['+0.06', '+0.54', '-0.08', '-0.09', 0]
['+0.07', '+0.74', '-0.08', '-0.41', 1]
['+0.09', '+0.55', '-0.09', '-0.15', 0]
['+0.10', '+0.74', '-0.09', '-0.47', 1]
['+0.11', '+0.55', '-0.10', '-0.21', 0]
['+0.12', '+0.75', '-0.11', '-0.53', 1]
['+0.14', '+0.55', '-0.12', '-0.27', 0]
['+0.15', '+0.36', '-0.12', '-0.02', 0]
['+0.16', '+0.56', '-0.12', '-0.35', 1]
['+0.17', '+0.36', '-0.13', '-0.10', 0]
['+0.18', '+0.56', '-0.13', '-0.43', 1]
['+0.19', '+0.37', '-0.14', '-0.18', 0]
['+0.19', '+0.56', '-0.15', '-0.51', 1]
['+0.20', '+0.37', '-0.16', '-0.27', 0]
['+0.21', '+0.18', '-0.16', '-0.03', 0]
['+0.22', '+0.38', '-0.16', '-0.37', 1]
['+0.22', '+0.18', '-0.17', '-0.13', 0]
['+0.23', '-0.01', '-0.17', '+0.10', 0]
['+0.23', '+0.19', '-0.17', '-0.24', 1]
['+0.23', '-0.00', '-0.18', '-0.01', 0]
['+0.23', '+0.19', '-0.18', '-0.35', 1]
['+0.23', '-0.00', '-0.18', '-0.12', 0]
['+0.23', '-0.19', '-0.18', '+0.11', 0]
['+0.23', '+0.01', '-0.18', '-0.23', 1]
['+0.23', '-0.19', '-0.19', '+0.00', 0]
['+0.23', '-0.38', '-0.19', '+0.23', 0]
['+0.22', '-0.18', '-0.18', '-0.12', 1]
['+0.22', '-0.37', '-0.18', '+0.11', 0]
['+0.21', '-0.57', '-0.18', '+0.34', 0]
['+0.20', '-0.37', '-0.18', '-0.00', 1]
['+0.19', '-0.56', '-0.18', '+0.23', 0]
['+0.18', '-0.36', '-0.17', '-0.11', 1]
['+0.17', '-0.56', '-0.17', '+0.12', 0]
['+0.16', '-0.75', '-0.17', '+0.36', 0]
['+0.14', '-0.55', '-0.16', '+0.01', 1]
['+0.13', '-0.74', '-0.16', '+0.25', 0]
['+0.12', '-0.94', '-0.16', '+0.49', 0]
['+0.10', '-0.74', '-0.15', '+0.15', 1]
['+0.09', '-0.93', '-0.15', '+0.39', 0]
['+0.07', '-0.74', '-0.14', '+0.06', 1]
['+0.05', '-0.93', '-0.14', '+0.30', 0]
['+0.03', '-1.12', '-0.13', '+0.55', 0]
['+0.01', '-0.92', '-0.12', '+0.22', 1]
['-0.01', '-1.12', '-0.11', '+0.47', 0]
['-0.03', '-0.92', '-0.11', '+0.15', 1]
['-0.05', '-1.11', '-0.10', '+0.40', 0]
['-0.07', '-1.31', '-0.09', '+0.66', 0]
['-0.10', '-1.11', '-0.08', '+0.34', 1]
['-0.12', '-1.31', '-0.07', '+0.61', 0]
['-0.14', '-1.11', '-0.06', '+0.29', 1]
['-0.17', '-1.30', '-0.06', '+0.57', 0]
['-0.19', '-1.11', '-0.04', '+0.26', 1]
['-0.22', '-1.30', '-0.04', '+0.53', 0]
['-0.24', '-1.50', '-0.03', '+0.81', 0]
['-0.27', '-1.30', '-0.01', '+0.51', 1]
['-0.30', '-1.50', '-0.00', '+0.80', 0]
['-0.33', '-1.30', '+0.01', '+0.51', 1]
['-0.35', '-1.50', '+0.02', '+0.81', 0]
['-0.38', '-1.30', '+0.04', '+0.52', 1]
['-0.41', '-1.50', '+0.05', '+0.83', 0]
['-0.44', '-1.30', '+0.07', '+0.55', 1]
['-0.47', '-1.50', '+0.08', '+0.86', 0]
['-0.50', '-1.30', '+0.10', '+0.59', 1]
['-0.52', '-1.11', '+0.11', '+0.33', 1]
['-0.54', '-1.31', '+0.11', '+0.66', 0]
['-0.57', '-1.11', '+0.13', '+0.40', 1]
['-0.59', '-1.31', '+0.13', '+0.73', 0]
['-0.62', '-1.12', '+0.15', '+0.49', 1]
['+0.04', '+0.18', '+0.05', '-0.24', 1]
['+0.05', '-0.02', '+0.04', '+0.07', 0]
['+0.05', '+0.18', '+0.04', '-0.21', 1]
['+0.05', '-0.02', '+0.04', '+0.09', 0]
['+0.05', '+0.18', '+0.04', '-0.19', 1]
['+0.05', '-0.02', '+0.04', '+0.12', 0]
['+0.05', '+0.18', '+0.04', '-0.16', 1]
['+0.06', '-0.02', '+0.04', '+0.14', 0]
['+0.06', '+0.17', '+0.04', '-0.14', 1]
['+0.06', '+0.37', '+0.04', '-0.42', 1]
['+0.07', '+0.17', '+0.03', '-0.11', 0]
['+0.07', '+0.37', '+0.03', '-0.40', 1]
['+0.08', '+0.17', '+0.02', '-0.09', 0]
['+0.08', '+0.37', '+0.02', '-0.38', 1]
['+0.09', '+0.17', '+0.01', '-0.08', 0]
['+0.09', '+0.37', '+0.01', '-0.37', 1]
['+0.10', '+0.17', '+0.00', '-0.08', 0]
['+0.10', '+0.37', '-0.00', '-0.37', 1]
['+0.11', '+0.17', '-0.01', '-0.08', 0]
['+0.11', '+0.37', '-0.01', '-0.37', 1]
['+0.12', '+0.17', '-0.02', '-0.08', 0]
['+0.12', '+0.37', '-0.02', '-0.38', 1]
['+0.13', '+0.17', '-0.03', '-0.10', 0]
['+0.14', '+0.37', '-0.03', '-0.40', 1]
['+0.14', '+0.17', '-0.04', '-0.11', 0]
['+0.15', '+0.37', '-0.04', '-0.42', 1]
['+0.15', '+0.17', '-0.05', '-0.14', 0]
['+0.16', '-0.02', '-0.05', '+0.14', 0]
['+0.16', '+0.18', '-0.05', '-0.17', 1]
['+0.16', '-0.02', '-0.05', '+0.11', 0]
['+0.16', '+0.18', '-0.05', '-0.20', 1]
['+0.16', '-0.02', '-0.05', '+0.08', 0]
['+0.16', '+0.18', '-0.05', '-0.23', 1]
['+0.17', '-0.02', '-0.06', '+0.05', 0]
['+0.17', '+0.18', '-0.05', '-0.26', 1]
['+0.17', '-0.01', '-0.06', '+0.01', 0]
['+0.17', '+0.18', '-0.06', '-0.30', 1]
['+0.17', '-0.01', '-0.07', '-0.03', 0]
['+0.17', '+0.18', '-0.07', '-0.34', 1]
['+0.18', '-0.01', '-0.07', '-0.07', 0]
['+0.18', '-0.21', '-0.07', '+0.20', 0]
['+0.17', '-0.01', '-0.07', '-0.11', 1]
['+0.17', '-0.20', '-0.07', '+0.16', 0]
['+0.17', '-0.01', '-0.07', '-0.16', 1]
['+0.17', '-0.20', '-0.07', '+0.11', 0]
['+0.16', '-0.00', '-0.07', '-0.20', 1]
['+0.16', '-0.20', '-0.07', '+0.07', 0]
['+0.16', '-0.00', '-0.07', '-0.25', 1]
['+0.16', '-0.20', '-0.08', '+0.02', 0]
['+0.16', '-0.00', '-0.08', '-0.30', 1]
['+0.16', '-0.19', '-0.08', '-0.03', 0]
['+0.15', '-0.39', '-0.08', '+0.24', 0]
['+0.14', '-0.19', '-0.08', '-0.08', 1]
['+0.14', '-0.39', '-0.08', '+0.18', 0]
['+0.13', '-0.19', '-0.08', '-0.13', 1]
['+0.13', '-0.38', '-0.08', '+0.14', 0]
['+0.12', '-0.19', '-0.08', '-0.18', 1]
['+0.12', '-0.38', '-0.08', '+0.09', 0]
['+0.11', '-0.19', '-0.08', '-0.23', 1]
['+0.11', '-0.38', '-0.08', '+0.04', 0]
['+0.10', '-0.57', '-0.08', '+0.30', 0]
['+0.09', '-0.38', '-0.08', '-0.02', 1]
['+0.08', '-0.57', '-0.08', '+0.25', 0]
['+0.07', '-0.37', '-0.07', '-0.07', 1]
['+0.06', '-0.57', '-0.07', '+0.20', 0]
['+0.05', '-0.37', '-0.07', '-0.11', 1]
['+0.04', '-0.57', '-0.07', '+0.16', 0]
['+0.03', '-0.37', '-0.07', '-0.16', 1]
['+0.02', '-0.56', '-0.07', '+0.11', 0]
['+0.01', '-0.76', '-0.07', '+0.38', 0]
['-0.00', '-0.56', '-0.06', '+0.07', 1]
['-0.01', '-0.76', '-0.06', '+0.34', 0]
['-0.03', '-0.56', '-0.05', '+0.03', 1]
['-0.04', '-0.76', '-0.05', '+0.31', 0]
['-0.06', '-0.56', '-0.05', '-0.00', 1]
['-0.07', '-0.75', '-0.05', '+0.27', 0]
['-0.08', '-0.56', '-0.04', '-0.03', 1]
['-0.09', '-0.75', '-0.04', '+0.25', 0]
['-0.11', '-0.56', '-0.04', '-0.06', 1]
['-0.12', '-0.75', '-0.04', '+0.22', 0]
['-0.13', '-0.56', '-0.03', '-0.08', 1]
['-0.15', '-0.75', '-0.04', '+0.20', 0]
['-0.16', '-0.95', '-0.03', '+0.48', 0]
['-0.18', '-0.75', '-0.02', '+0.18', 1]
['-0.19', '-0.94', '-0.02', '+0.46', 0]
['-0.21', '-0.75', '-0.01', '+0.16', 1]
['-0.23', '-0.94', '-0.01', '+0.45', 0]
['-0.25', '-0.75', '+0.00', '+0.16', 1]
['-0.26', '-0.94', '+0.01', '+0.45', 0]
['-0.28', '-0.75', '+0.01', '+0.16', 1]
['-0.30', '-0.94', '+0.02', '+0.46', 0]
['-0.32', '-0.75', '+0.03', '+0.17', 1]
['-0.33', '-0.94', '+0.03', '+0.47', 0]
['-0.35', '-0.75', '+0.04', '+0.19', 1]
['-0.36', '-0.95', '+0.04', '+0.50', 0]
['-0.38', '-0.75', '+0.05', '+0.22', 1]
['-0.40', '-0.56', '+0.06', '-0.06', 1]
['-0.41', '-0.75', '+0.06', '+0.25', 0]
['-0.42', '-0.56', '+0.06', '-0.02', 1]
['-0.44', '-0.75', '+0.06', '+0.29', 0]
['-0.45', '-0.56', '+0.07', '+0.02', 1]
['-0.46', '-0.76', '+0.07', '+0.33', 0]
['-0.48', '-0.56', '+0.07', '+0.06', 1]
['-0.49', '-0.76', '+0.08', '+0.37', 0]
['-0.50', '-0.56', '+0.08', '+0.11', 1]
['-0.51', '-0.76', '+0.09', '+0.42', 0]
['-0.53', '-0.57', '+0.09', '+0.16', 1]
['-0.54', '-0.37', '+0.10', '-0.10', 1]
['-0.55', '-0.57', '+0.09', '+0.22', 0]
['-0.56', '-0.38', '+0.10', '-0.04', 1]
['-0.57', '-0.57', '+0.10', '+0.28', 0]
['-0.58', '-0.38', '+0.10', '+0.02', 1]
['-0.59', '-0.58', '+0.10', '+0.34', 0]
['-0.60', '-0.38', '+0.11', '+0.09', 1]
['-0.61', '-0.19', '+0.11', '-0.17', 1]
['-0.61', '-0.38', '+0.11', '+0.16', 0]
['-0.62', '-0.19', '+0.11', '-0.10', 1]
['-0.62', '-0.39', '+0.11', '+0.23', 0]
['-0.63', '-0.19', '+0.12', '-0.03', 1]
['-0.63', '-0.39', '+0.11', '+0.30', 0]
['-0.64', '-0.20', '+0.12', '+0.04', 1]
['-0.64', '-0.00', '+0.12', '-0.21', 1]
['-0.64', '-0.20', '+0.12', '+0.12', 0]
['-0.65', '-0.01', '+0.12', '-0.13', 1]
['-0.65', '-0.20', '+0.12', '+0.19', 0]
['-0.65', '-0.01', '+0.12', '-0.06', 1]
['-0.65', '-0.21', '+0.12', '+0.27', 0]
['-0.66', '-0.01', '+0.13', '+0.02', 1]
['-0.66', '+0.18', '+0.13', '-0.23', 1]
['-0.65', '-0.02', '+0.12', '+0.10', 0]
['-0.65', '+0.17', '+0.12', '-0.16', 1]
['-0.65', '-0.02', '+0.12', '+0.17', 0]
['-0.65', '+0.17', '+0.12', '-0.08', 1]
['-0.65', '+0.36', '+0.12', '-0.33', 1]
['-0.64', '+0.17', '+0.12', '-0.00', 0]
['-0.64', '+0.36', '+0.12', '-0.26', 1]
['-0.63', '+0.16', '+0.11', '+0.07', 0]
['-0.63', '+0.36', '+0.11', '-0.19', 1]
['-0.62', '+0.16', '+0.11', '+0.14', 0]
['-0.62', '+0.35', '+0.11', '-0.12', 1]
['-0.61', '+0.55', '+0.11', '-0.37', 1]
['-0.60', '+0.35', '+0.10', '-0.05', 0]
['-0.59', '+0.55', '+0.10', '-0.31', 1]
['-0.58', '+0.35', '+0.09', '+0.01', 0]
['-0.57', '+0.54', '+0.09', '-0.25', 1]
['-0.56', '+0.35', '+0.09', '+0.07', 0]
['-0.56', '+0.54', '+0.09', '-0.19', 1]
['-0.54', '+0.73', '+0.09', '-0.45', 1]
['-0.53', '+0.54', '+0.08', '-0.13', 0]
['-0.52', '+0.73', '+0.07', '-0.40', 1]
['-0.50', '+0.54', '+0.07', '-0.09', 0]
['-0.49', '+0.73', '+0.07', '-0.36', 1]
['-0.48', '+0.53', '+0.06', '-0.04', 0]
['-0.47', '+0.73', '+0.06', '-0.32', 1]
['-0.45', '+0.53', '+0.05', '-0.01', 0]
['-0.44', '+0.73', '+0.05', '-0.28', 1]
['-0.43', '+0.92', '+0.04', '-0.56', 1]
['-0.41', '+0.72', '+0.03', '-0.25', 0]
['-0.40', '+0.92', '+0.03', '-0.54', 1]
['-0.38', '+0.72', '+0.02', '-0.23', 0]
['-0.36', '+0.92', '+0.01', '-0.52', 1]
['-0.34', '+0.72', '+0.00', '-0.22', 0]
['-0.33', '+0.92', '-0.00', '-0.52', 1]
['-0.31', '+0.72', '-0.01', '-0.22', 0]
['-0.30', '+0.92', '-0.02', '-0.52', 1]
['-0.28', '+0.72', '-0.03', '-0.23', 0]
['-0.26', '+0.92', '-0.03', '-0.53', 1]
['-0.25', '+0.72', '-0.04', '-0.25', 0]
['-0.23', '+0.92', '-0.05', '-0.56', 1]
['-0.21', '+0.73', '-0.06', '-0.28', 0]
['-0.20', '+0.53', '-0.06', '-0.01', 0]
['-0.19', '+0.73', '-0.06', '-0.32', 1]
['-0.17', '+0.53', '-0.07', '-0.05', 0]
['-0.16', '+0.73', '-0.07', '-0.36', 1]
['-0.15', '+0.54', '-0.08', '-0.09', 0]
['-0.14', '+0.73', '-0.08', '-0.41', 1]
['-0.12', '+0.54', '-0.09', '-0.14', 0]
['-0.11', '+0.73', '-0.09', '-0.46', 1]
['-0.10', '+0.54', '-0.10', '-0.20', 0]
['-0.09', '+0.35', '-0.10', '+0.06', 0]
['-0.08', '+0.54', '-0.10', '-0.26', 1]
['-0.07', '+0.35', '-0.11', '-0.00', 0]
['-0.06', '+0.55', '-0.11', '-0.33', 1]
['-0.05', '+0.35', '-0.11', '-0.07', 0]
['-0.04', '+0.55', '-0.12', '-0.40', 1]
['-0.03', '+0.36', '-0.12', '-0.14', 0]
['-0.03', '+0.16', '-0.13', '+0.11', 0]
['-0.02', '+0.36', '-0.12', '-0.22', 1]
['-0.02', '+0.17', '-0.13', '+0.03', 0]
['-0.01', '+0.36', '-0.13', '-0.30', 1]
['-0.00', '+0.17', '-0.13', '-0.05', 0]
['-0.00', '+0.37', '-0.14', '-0.38', 1]
['+0.01', '+0.17', '-0.14', '-0.14', 0]
['+0.01', '-0.02', '-0.15', '+0.11', 0]
['+0.01', '+0.18', '-0.14', '-0.23', 1]
['+0.01', '-0.01', '-0.15', '+0.01', 0]
['+0.01', '+0.18', '-0.15', '-0.32', 1]
['+0.02', '-0.01', '-0.16', '-0.08', 0]
['+0.02', '-0.20', '-0.16', '+0.16', 0]
['+0.01', '-0.01', '-0.15', '-0.18', 1]
['-0.05', '+0.22', '+0.01', '-0.31', 1]
['-0.04', '+0.03', '+0.01', '-0.01', 0]
['-0.04', '+0.22', '+0.01', '-0.30', 1]
['-0.04', '+0.03', '+0.00', '-0.01', 0]
['-0.04', '+0.22', '-0.00', '-0.30', 1]
['-0.03', '+0.03', '-0.01', '-0.01', 0]
['-0.03', '+0.22', '-0.01', '-0.30', 1]
['-0.03', '+0.03', '-0.01', '-0.01', 0]
['-0.03', '+0.22', '-0.01', '-0.31', 1]
['-0.02', '+0.03', '-0.02', '-0.02', 0]
['-0.02', '+0.23', '-0.02', '-0.32', 1]
['-0.02', '+0.03', '-0.03', '-0.03', 0]
['-0.02', '+0.23', '-0.03', '-0.33', 1]
['-0.01', '+0.03', '-0.03', '-0.05', 0]
['-0.01', '-0.16', '-0.03', '+0.24', 0]
['-0.01', '+0.03', '-0.03', '-0.07', 1]
['-0.01', '-0.16', '-0.03', '+0.22', 0]
['-0.02', '+0.03', '-0.03', '-0.09', 1]
['-0.02', '-0.16', '-0.03', '+0.20', 0]
['-0.02', '+0.03', '-0.02', '-0.10', 1]
['-0.02', '-0.16', '-0.03', '+0.18', 0]
['-0.02', '+0.03', '-0.02', '-0.12', 1]
['-0.02', '-0.16', '-0.02', '+0.17', 0]
['-0.02', '+0.04', '-0.02', '-0.13', 1]
['-0.02', '-0.16', '-0.02', '+0.15', 0]
['-0.03', '+0.04', '-0.02', '-0.15', 1]
['-0.03', '-0.16', '-0.02', '+0.14', 0]
['-0.03', '+0.04', '-0.02', '-0.16', 1]
['-0.03', '-0.16', '-0.02', '+0.13', 0]
['-0.03', '+0.04', '-0.02', '-0.17', 1]
['-0.03', '-0.16', '-0.02', '+0.11', 0]
['-0.03', '+0.04', '-0.02', '-0.19', 1]
['-0.03', '-0.16', '-0.03', '+0.10', 0]
['-0.04', '+0.04', '-0.02', '-0.20', 1]
['-0.04', '-0.16', '-0.03', '+0.08', 0]
['-0.04', '+0.04', '-0.03', '-0.22', 1]
['-0.04', '-0.16', '-0.03', '+0.06', 0]
['-0.04', '+0.04', '-0.03', '-0.24', 1]
['-0.04', '-0.15', '-0.03', '+0.05', 0]
['-0.04', '+0.04', '-0.03', '-0.26', 1]
['-0.04', '-0.15', '-0.04', '+0.02', 0]
['-0.05', '+0.04', '-0.04', '-0.28', 1]
['-0.04', '-0.15', '-0.04', '-0.00', 0]
['-0.05', '-0.35', '-0.04', '+0.28', 0]
['-0.05', '-0.15', '-0.04', '-0.03', 1]
['-0.06', '-0.35', '-0.04', '+0.25', 0]
['-0.06', '-0.15', '-0.03', '-0.05', 1]
['-0.07', '-0.35', '-0.03', '+0.23', 0]
['-0.07', '-0.15', '-0.03', '-0.07', 1]
['-0.08', '-0.34', '-0.03', '+0.21', 0]
['-0.08', '-0.15', '-0.03', '-0.09', 1]
['-0.09', '-0.34', '-0.03', '+0.19', 0]
['-0.09', '-0.15', '-0.03', '-0.11', 1]
['-0.10', '-0.34', '-0.03', '+0.17', 0]
['-0.10', '-0.15', '-0.02', '-0.13', 1]
['-0.11', '-0.34', '-0.03', '+0.16', 0]
['-0.11', '-0.15', '-0.02', '-0.15', 1]
['-0.12', '-0.34', '-0.03', '+0.14', 0]
['-0.12', '-0.15', '-0.02', '-0.16', 1]
['-0.13', '-0.34', '-0.03', '+0.12', 0]
['-0.13', '-0.14', '-0.02', '-0.18', 1]
['-0.14', '-0.34', '-0.03', '+0.11', 0]
['-0.14', '-0.14', '-0.03', '-0.19', 1]
['-0.15', '-0.34', '-0.03', '+0.09', 0]
['-0.15', '-0.14', '-0.03', '-0.21', 1]
['-0.16', '-0.34', '-0.03', '+0.07', 0]
['-0.16', '-0.53', '-0.03', '+0.35', 0]
['-0.17', '-0.34', '-0.02', '+0.05', 1]
['-0.18', '-0.53', '-0.02', '+0.34', 0]
['-0.19', '-0.34', '-0.02', '+0.04', 1]
['-0.20', '-0.53', '-0.02', '+0.32', 0]
['-0.21', '-0.34', '-0.01', '+0.03', 1]
['-0.21', '-0.53', '-0.01', '+0.32', 0]
['-0.22', '-0.34', '-0.00', '+0.02', 1]
['-0.23', '-0.53', '-0.00', '+0.31', 0]
['-0.24', '-0.34', '+0.00', '+0.02', 1]
['-0.25', '-0.53', '+0.00', '+0.31', 0]
['-0.26', '-0.34', '+0.01', '+0.02', 1]
['-0.27', '-0.53', '+0.01', '+0.32', 0]
['-0.28', '-0.34', '+0.02', '+0.03', 1]
['-0.28', '-0.53', '+0.02', '+0.33', 0]
['-0.29', '-0.34', '+0.02', '+0.04', 1]
['-0.30', '-0.53', '+0.03', '+0.34', 0]
['-0.31', '-0.34', '+0.03', '+0.05', 1]
['-0.32', '-0.53', '+0.03', '+0.36', 0]
['-0.33', '-0.34', '+0.04', '+0.08', 1]
['-0.34', '-0.14', '+0.04', '-0.20', 1]
['-0.34', '-0.34', '+0.04', '+0.10', 0]
['-0.35', '-0.14', '+0.04', '-0.18', 1]
['-0.35', '-0.34', '+0.04', '+0.13', 0]
['-0.35', '-0.15', '+0.04', '-0.16', 1]
['-0.36', '-0.34', '+0.04', '+0.15', 0]
['-0.36', '-0.15', '+0.04', '-0.13', 1]
['-0.37', '-0.34', '+0.04', '+0.17', 0]
['-0.37', '-0.15', '+0.04', '-0.11', 1]
['-0.38', '-0.34', '+0.04', '+0.20', 0]
['-0.38', '-0.15', '+0.04', '-0.08', 1]
['-0.39', '-0.34', '+0.04', '+0.22', 0]
['-0.39', '-0.15', '+0.04', '-0.06', 1]
['-0.40', '-0.35', '+0.04', '+0.25', 0]
['-0.40', '-0.15', '+0.05', '-0.03', 1]
['-0.41', '-0.35', '+0.05', '+0.28', 0]
['-0.41', '-0.15', '+0.05', '-0.00', 1]
['-0.42', '-0.35', '+0.05', '+0.31', 0]
['-0.42', '-0.15', '+0.06', '+0.03', 1]
['-0.43', '+0.04', '+0.06', '-0.24', 1]
['-0.43', '-0.16', '+0.05', '+0.07', 0]
['-0.43', '+0.04', '+0.06', '-0.21', 1]
['-0.43', '-0.16', '+0.05', '+0.10', 0]
['-0.43', '+0.04', '+0.05', '-0.17', 1]
['-0.43', '-0.16', '+0.05', '+0.14', 0]
['-0.43', '+0.04', '+0.05', '-0.14', 1]
['-0.43', '-0.16', '+0.05', '+0.17', 0]
['-0.44', '+0.03', '+0.05', '-0.11', 1]
['-0.44', '-0.16', '+0.05', '+0.20', 0]
['-0.44', '+0.03', '+0.05', '-0.08', 1]
['-0.44', '-0.16', '+0.05', '+0.23', 0]
['-0.44', '+0.03', '+0.06', '-0.04', 1]
['-0.44', '+0.23', '+0.06', '-0.32', 1]
['-0.44', '+0.03', '+0.05', '-0.01', 0]
['-0.44', '+0.22', '+0.05', '-0.28', 1]
['-0.43', '+0.03', '+0.05', '+0.03', 0]
['-0.43', '+0.22', '+0.05', '-0.25', 1]
['-0.43', '+0.03', '+0.04', '+0.06', 0]
['-0.43', '+0.22', '+0.04', '-0.22', 1]
['-0.42', '+0.03', '+0.04', '+0.08', 0]
['-0.42', '+0.22', '+0.04', '-0.20', 1]
['-0.42', '+0.02', '+0.03', '+0.11', 0]
['-0.42', '+0.22', '+0.04', '-0.18', 1]
['-0.41', '+0.02', '+0.03', '+0.13', 0]
['-0.41', '+0.22', '+0.04', '-0.15', 1]
['-0.41', '+0.02', '+0.03', '+0.15', 0]
['-0.41', '+0.22', '+0.04', '-0.13', 1]
['-0.40', '+0.02', '+0.03', '+0.17', 0]
['-0.40', '+0.22', '+0.04', '-0.11', 1]
['-0.40', '+0.02', '+0.03', '+0.19', 0]
['-0.40', '+0.21', '+0.04', '-0.09', 1]
['-0.39', '+0.02', '+0.04', '+0.22', 0]
['-0.39', '+0.21', '+0.04', '-0.06', 1]
['-0.39', '+0.41', '+0.04', '-0.34', 1]
['-0.38', '+0.21', '+0.03', '-0.04', 0]
['-0.38', '+0.41', '+0.03', '-0.32', 1]
['-0.37', '+0.21', '+0.03', '-0.02', 0]
['-0.36', '+0.41', '+0.03', '-0.30', 1]
['-0.36', '+0.21', '+0.02', '-0.00', 0]
['-0.35', '+0.41', '+0.02', '-0.29', 1]
['-0.34', '+0.21', '+0.01', '+0.01', 0]
['-0.34', '+0.41', '+0.01', '-0.28', 1]
['-0.33', '+0.21', '+0.01', '+0.02', 0]
['-0.33', '+0.41', '+0.01', '-0.27', 1]
['-0.32', '+0.21', '+0.00', '+0.02', 0]
['-0.31', '+0.40', '+0.00', '-0.27', 1]
['-0.31', '+0.21', '-0.00', '+0.03', 0]
['-0.30', '+0.40', '-0.00', '-0.27', 1]
['-0.29', '+0.21', '-0.01', '+0.02', 0]
['-0.29', '+0.41', '-0.01', '-0.27', 1]
['-0.28', '+0.21', '-0.01', '+0.02', 0]
['-0.28', '+0.41', '-0.01', '-0.28', 1]
['-0.27', '+0.21', '-0.02', '+0.01', 0]
['-0.26', '+0.41', '-0.02', '-0.29', 1]
['-0.26', '+0.21', '-0.02', '+0.00', 0]
['-0.25', '+0.41', '-0.02', '-0.30', 1]
['-0.24', '+0.21', '-0.03', '-0.01', 0]
['-0.24', '+0.41', '-0.03', '-0.31', 1]
['-0.23', '+0.21', '-0.03', '-0.03', 0]
['-0.23', '+0.41', '-0.04', '-0.33', 1]
['-0.22', '+0.21', '-0.04', '-0.05', 0]
['-0.22', '+0.41', '-0.04', '-0.36', 1]
['-0.21', '+0.21', '-0.05', '-0.08', 0]
['-0.20', '+0.02', '-0.05', '+0.20', 0]
['-0.20', '+0.22', '-0.05', '-0.11', 1]
['-0.20', '+0.02', '-0.05', '+0.17', 0]
['-0.20', '+0.22', '-0.05', '-0.14', 1]
['-0.19', '+0.02', '-0.05', '+0.14', 0]
['-0.19', '+0.22', '-0.05', '-0.17', 1]
['-0.19', '+0.02', '-0.05', '+0.10', 0]
['-0.19', '+0.22', '-0.05', '-0.20', 1]
['-0.18', '+0.03', '-0.05', '+0.07', 0]
['-0.18', '+0.22', '-0.05', '-0.24', 1]
['-0.18', '+0.03', '-0.06', '+0.04', 0]
['-0.18', '+0.22', '-0.05', '-0.27', 1]
['-0.17', '+0.03', '-0.06', '+0.01', 0]
['-0.17', '+0.22', '-0.06', '-0.30', 1]
['-0.17', '+0.03', '-0.07', '-0.03', 0]
['-0.17', '-0.16', '-0.07', '+0.24', 0]
['-0.17', '+0.03', '-0.06', '-0.07', 1]
['-0.17', '-0.16', '-0.06', '+0.20', 0]
['-0.17', '+0.03', '-0.06', '-0.11', 1]
['-0.17', '-0.16', '-0.06', '+0.16', 0]
['-0.18', '+0.04', '-0.06', '-0.15', 1]
['-0.18', '-0.16', '-0.06', '+0.12', 0]
['-0.18', '+0.04', '-0.06', '-0.19', 1]
['-0.18', '-0.16', '-0.06', '+0.08', 0]
['-0.18', '+0.04', '-0.06', '-0.23', 1]
['-0.18', '-0.15', '-0.07', '+0.05', 0]
['-0.18', '+0.04', '-0.06', '-0.27', 1]
['-0.18', '-0.15', '-0.07', '+0.00', 0]
