['+0.01', '+0.95', '+0.51', '+0.45', '-0.01', '-0.07', '+0.00', '+0.00', 1]
['-0.04', '+0.92', '-0.52', '-0.29', '+0.00', '-0.14', '+0.00', '+0.00', 3]
['-0.05', '+0.91', '-0.51', '-0.32', '-0.01', '-0.18', '+0.00', '+0.00', 3]
['-0.05', '+0.91', '-0.51', '-0.35', '-0.02', '-0.18', '+0.00', '+0.00', 0]
['-0.06', '+0.90', '-0.51', '-0.37', '-0.03', '-0.18', '+0.00', '+0.00', 0]
['-0.07', '+0.89', '-0.51', '-0.40', '-0.03', '-0.18', '+0.00', '+0.00', 0]
['-0.07', '+0.89', '-0.51', '-0.43', '-0.04', '-0.18', '+0.00', '+0.00', 0]
['-0.08', '+0.88', '-0.51', '-0.45', '-0.05', '-0.18', '+0.00', '+0.00', 0]
['-0.08', '+0.87', '-0.51', '-0.48', '-0.06', '-0.18', '+0.00', '+0.00', 0]
['-0.09', '+0.87', '-0.51', '-0.51', '-0.07', '-0.18', '+0.00', '+0.00', 0]
['-0.09', '+0.86', '-0.51', '-0.53', '-0.08', '-0.18', '+0.00', '+0.00', 0]
['-0.10', '+0.85', '-0.51', '-0.56', '-0.09', '-0.18', '+0.00', '+0.00', 0]
['-0.10', '+0.84', '-0.51', '-0.59', '-0.10', '-0.18', '+0.00', '+0.00', 0]
['-0.11', '+0.83', '-0.51', '-0.61', '-0.11', '-0.18', '+0.00', '+0.00', 0]
['-0.11', '+0.82', '-0.51', '-0.64', '-0.11', '-0.18', '+0.00', '+0.00', 0]
['-0.12', '+0.81', '-0.51', '-0.67', '-0.12', '-0.18', '+0.00', '+0.00', 0]
['-0.12', '+0.80', '-0.51', '-0.69', '-0.13', '-0.18', '+0.00', '+0.00', 0]
['-0.13', '+0.79', '-0.51', '-0.72', '-0.14', '-0.18', '+0.00', '+0.00', 0]
['-0.13', '+0.78', '-0.51', '-0.75', '-0.15', '-0.17', '+0.00', '+0.00', 0]
['-0.14', '+0.77', '-0.51', '-0.78', '-0.16', '-0.17', '+0.00', '+0.00', 0]
['-0.14', '+0.76', '-0.52', '-0.80', '-0.16', '-0.14', '+0.00', '+0.00', 1]
['-0.15', '+0.75', '-0.52', '-0.78', '-0.17', '-0.15', '+0.00', '+0.00', 2]
['-0.15', '+0.73', '-0.52', '-0.75', '-0.18', '-0.16', '+0.00', '+0.00', 2]
['-0.16', '+0.72', '-0.51', '-0.74', '-0.19', '-0.16', '+0.00', '+0.00', 2]
['-0.16', '+0.71', '-0.51', '-0.76', '-0.19', '-0.13', '+0.00', '+0.00', 1]
['-0.17', '+0.70', '-0.50', '-0.75', '-0.20', '-0.13', '+0.00', '+0.00', 2]
['-0.17', '+0.69', '-0.49', '-0.75', '-0.21', '-0.12', '+0.00', '+0.00', 2]
['-0.18', '+0.68', '-0.47', '-0.71', '-0.21', '-0.12', '+0.00', '+0.00', 2]
['-0.18', '+0.67', '-0.46', '-0.68', '-0.22', '-0.13', '+0.00', '+0.00', 2]
['-0.19', '+0.66', '-0.43', '-0.66', '-0.23', '-0.12', '+0.00', '+0.00', 2]
['-0.19', '+0.65', '-0.43', '-0.63', '-0.23', '-0.14', '+0.00', '+0.00', 2]
['-0.20', '+0.64', '-0.44', '-0.65', '-0.24', '-0.10', '+0.00', '+0.00', 1]
['-0.20', '+0.63', '-0.42', '-0.64', '-0.24', '-0.10', '+0.00', '+0.00', 2]
['-0.21', '+0.62', '-0.41', '-0.62', '-0.25', '-0.10', '+0.00', '+0.00', 2]
['-0.21', '+0.61', '-0.39', '-0.59', '-0.25', '-0.11', '+0.00', '+0.00', 2]
['-0.21', '+0.60', '-0.39', '-0.61', '-0.26', '-0.11', '+0.00', '+0.00', 0]
['-0.22', '+0.59', '-0.39', '-0.60', '-0.26', '-0.12', '+0.00', '+0.00', 2]
['-0.22', '+0.58', '-0.35', '-0.56', '-0.27', '-0.10', '+0.00', '+0.00', 2]
['-0.22', '+0.58', '-0.35', '-0.59', '-0.27', '-0.10', '+0.00', '+0.00', 0]
['-0.23', '+0.57', '-0.32', '-0.56', '-0.28', '-0.10', '+0.00', '+0.00', 2]
['-0.23', '+0.56', '-0.30', '-0.56', '-0.28', '-0.09', '+0.00', '+0.00', 2]
['-0.23', '+0.55', '-0.28', '-0.51', '-0.29', '-0.10', '+0.00', '+0.00', 2]
['-0.24', '+0.54', '-0.28', '-0.54', '-0.29', '-0.10', '+0.00', '+0.00', 0]
['-0.24', '+0.54', '-0.26', '-0.51', '-0.30', '-0.12', '+0.00', '+0.00', 2]
['-0.24', '+0.53', '-0.27', '-0.53', '-0.30', '-0.08', '+0.00', '+0.00', 1]
['-0.24', '+0.52', '-0.24', '-0.50', '-0.31', '-0.08', '+0.00', '+0.00', 2]
['-0.25', '+0.51', '-0.21', '-0.47', '-0.31', '-0.08', '+0.00', '+0.00', 2]
['-0.25', '+0.51', '-0.22', '-0.49', '-0.31', '-0.04', '+0.00', '+0.00', 1]
['-0.25', '+0.50', '-0.20', '-0.49', '-0.32', '-0.04', '+0.00', '+0.00', 2]
['-0.25', '+0.49', '-0.19', '-0.47', '-0.32', '-0.05', '+0.00', '+0.00', 2]
['-0.25', '+0.48', '-0.17', '-0.44', '-0.32', '-0.06', '+0.00', '+0.00', 2]
['-0.26', '+0.48', '-0.18', '-0.46', '-0.32', '-0.01', '+0.00', '+0.00', 1]
['-0.26', '+0.47', '-0.17', '-0.45', '-0.32', '-0.02', '+0.00', '+0.00', 2]
['-0.26', '+0.46', '-0.13', '-0.42', '-0.32', '-0.01', '+0.00', '+0.00', 2]
['-0.26', '+0.46', '-0.13', '-0.44', '-0.32', '-0.01', '+0.00', '+0.00', 0]
['-0.26', '+0.45', '-0.12', '-0.42', '-0.32', '-0.02', '+0.00', '+0.00', 2]
['-0.26', '+0.45', '-0.10', '-0.39', '-0.32', '-0.03', '+0.00', '+0.00', 2]
['-0.26', '+0.44', '-0.11', '-0.42', '-0.32', '+0.01', '+0.00', '+0.00', 1]
['-0.26', '+0.43', '-0.11', '-0.42', '-0.32', '-0.00', '+0.00', '+0.00', 2]
['-0.27', '+0.43', '-0.09', '-0.42', '-0.32', '+0.00', '+0.00', '+0.00', 2]
['-0.27', '+0.42', '-0.07', '-0.41', '-0.32', '+0.01', '+0.00', '+0.00', 2]
['-0.27', '+0.42', '-0.04', '-0.39', '-0.32', '+0.01', '+0.00', '+0.00', 2]
['-0.27', '+0.41', '-0.04', '-0.41', '-0.32', '+0.04', '+0.00', '+0.00', 1]
['-0.27', '+0.40', '-0.01', '-0.38', '-0.32', '+0.05', '+0.00', '+0.00', 2]
['-0.27', '+0.40', '-0.00', '-0.37', '-0.32', '+0.04', '+0.00', '+0.00', 2]
['-0.27', '+0.39', '+0.03', '-0.34', '-0.32', '+0.04', '+0.00', '+0.00', 2]
['-0.27', '+0.39', '+0.02', '-0.36', '-0.31', '+0.09', '+0.00', '+0.00', 1]
['-0.27', '+0.38', '+0.02', '-0.36', '-0.31', '+0.08', '+0.00', '+0.00', 2]
['-0.27', '+0.38', '+0.06', '-0.34', '-0.30', '+0.09', '+0.00', '+0.00', 2]
['-0.26', '+0.37', '+0.09', '-0.30', '-0.30', '+0.09', '+0.00', '+0.00', 2]
['-0.26', '+0.37', '+0.09', '-0.33', '-0.29', '+0.09', '+0.00', '+0.00', 0]
['-0.26', '+0.36', '+0.11', '-0.33', '-0.29', '+0.10', '+0.00', '+0.00', 2]
['-0.26', '+0.36', '+0.11', '-0.33', '-0.28', '+0.09', '+0.00', '+0.00', 2]
['-0.26', '+0.35', '+0.12', '-0.31', '-0.28', '+0.08', '+0.00', '+0.00', 2]
['-0.26', '+0.35', '+0.12', '-0.33', '-0.27', '+0.11', '+0.00', '+0.00', 1]
['-0.26', '+0.34', '+0.13', '-0.31', '-0.27', '+0.11', '+0.00', '+0.00', 2]
['-0.26', '+0.34', '+0.13', '-0.29', '-0.26', '+0.09', '+0.00', '+0.00', 2]
['-0.25', '+0.33', '+0.13', '-0.31', '-0.26', '+0.09', '+0.00', '+0.00', 0]
['-0.25', '+0.33', '+0.14', '-0.32', '-0.26', '+0.09', '+0.00', '+0.00', 2]
['-0.25', '+0.32', '+0.15', '-0.31', '-0.25', '+0.09', '+0.00', '+0.00', 2]
['-0.25', '+0.32', '+0.17', '-0.29', '-0.25', '+0.09', '+0.00', '+0.00', 2]
['-0.25', '+0.32', '+0.16', '-0.32', '-0.24', '+0.14', '+0.00', '+0.00', 1]
['-0.25', '+0.31', '+0.17', '-0.29', '-0.23', '+0.12', '+0.00', '+0.00', 2]
['-0.24', '+0.31', '+0.20', '-0.25', '-0.23', '+0.14', '+0.00', '+0.00', 2]
['-0.24', '+0.30', '+0.20', '-0.28', '-0.22', '+0.14', '+0.00', '+0.00', 0]
['-0.24', '+0.30', '+0.20', '-0.28', '-0.21', '+0.12', '+0.00', '+0.00', 2]
['-0.24', '+0.30', '+0.21', '-0.24', '-0.21', '+0.11', '+0.00', '+0.00', 2]
['-0.24', '+0.29', '+0.21', '-0.26', '-0.20', '+0.11', '+0.00', '+0.00', 0]
['-0.23', '+0.29', '+0.22', '-0.25', '-0.20', '+0.11', '+0.00', '+0.00', 2]
['-0.23', '+0.28', '+0.22', '-0.27', '-0.19', '+0.11', '+0.00', '+0.00', 0]
['-0.23', '+0.28', '+0.23', '-0.25', '-0.19', '+0.11', '+0.00', '+0.00', 2]
['-0.23', '+0.28', '+0.23', '-0.27', '-0.18', '+0.11', '+0.00', '+0.00', 0]
['-0.22', '+0.27', '+0.26', '-0.27', '-0.17', '+0.12', '+0.00', '+0.00', 2]
['-0.22', '+0.27', '+0.29', '-0.24', '-0.17', '+0.14', '+0.00', '+0.00', 2]
['-0.22', '+0.26', '+0.29', '-0.27', '-0.16', '+0.14', '+0.00', '+0.00', 0]
['-0.21', '+0.26', '+0.30', '-0.23', '-0.15', '+0.14', '+0.00', '+0.00', 2]
['-0.21', '+0.26', '+0.30', '-0.26', '-0.15', '+0.14', '+0.00', '+0.00', 0]
['-0.21', '+0.25', '+0.30', '-0.22', '-0.14', '+0.12', '+0.00', '+0.00', 2]
['-0.21', '+0.25', '+0.30', '-0.25', '-0.13', '+0.12', '+0.00', '+0.00', 0]
['-0.20', '+0.25', '+0.31', '-0.22', '-0.13', '+0.12', '+0.00', '+0.00', 2]
['-0.20', '+0.24', '+0.31', '-0.25', '-0.12', '+0.12', '+0.00', '+0.00', 0]
['-0.20', '+0.24', '+0.33', '-0.24', '-0.12', '+0.13', '+0.00', '+0.00', 2]
['-0.19', '+0.24', '+0.35', '-0.22', '-0.11', '+0.14', '+0.00', '+0.00', 2]
['-0.19', '+0.23', '+0.35', '-0.25', '-0.10', '+0.14', '+0.00', '+0.00', 0]
['-0.18', '+0.23', '+0.37', '-0.23', '-0.09', '+0.16', '+0.00', '+0.00', 2]
['-0.18', '+0.23', '+0.39', '-0.23', '-0.09', '+0.17', '+0.00', '+0.00', 2]
['-0.18', '+0.22', '+0.38', '-0.22', '-0.08', '+0.15', '+0.00', '+0.00', 2]
['-0.17', '+0.22', '+0.38', '-0.25', '-0.07', '+0.15', '+0.00', '+0.00', 0]
['-0.17', '+0.21', '+0.39', '-0.25', '-0.06', '+0.16', '+0.00', '+0.00', 2]
['-0.17', '+0.21', '+0.40', '-0.25', '-0.05', '+0.17', '+0.00', '+0.00', 2]
['-0.16', '+0.21', '+0.42', '-0.21', '-0.04', '+0.18', '+0.00', '+0.00', 2]
['-0.16', '+0.20', '+0.42', '-0.24', '-0.04', '+0.18', '+0.00', '+0.00', 0]
['-0.15', '+0.20', '+0.40', '-0.22', '-0.03', '+0.17', '+0.00', '+0.00', 2]
['-0.15', '+0.20', '+0.39', '-0.18', '-0.02', '+0.15', '+0.00', '+0.00', 2]
['-0.14', '+0.19', '+0.39', '-0.21', '-0.01', '+0.15', '+0.00', '+0.00', 0]
['-0.14', '+0.19', '+0.39', '-0.24', '-0.00', '+0.15', '+0.00', '+0.00', 0]
['-0.14', '+0.19', '+0.39', '-0.24', '+0.00', '+0.15', '+0.00', '+0.00', 2]
['-0.13', '+0.18', '+0.40', '-0.22', '+0.01', '+0.16', '+0.00', '+0.00', 2]
['-0.13', '+0.18', '+0.40', '-0.21', '+0.02', '+0.16', '+0.00', '+0.00', 2]
['-0.12', '+0.18', '+0.38', '-0.17', '+0.03', '+0.15', '+0.00', '+0.00', 2]
['-0.12', '+0.18', '+0.38', '-0.20', '+0.03', '+0.15', '+0.00', '+0.00', 0]
['-0.12', '+0.17', '+0.38', '-0.22', '+0.04', '+0.15', '+0.00', '+0.00', 0]
['-0.11', '+0.17', '+0.37', '-0.21', '+0.05', '+0.14', '+0.00', '+0.00', 2]
['-0.11', '+0.17', '+0.37', '-0.17', '+0.06', '+0.15', '+0.00', '+0.00', 2]
['-0.11', '+0.16', '+0.37', '-0.19', '+0.06', '+0.15', '+0.00', '+0.00', 0]
['-0.10', '+0.16', '+0.37', '-0.22', '+0.07', '+0.15', '+0.00', '+0.00', 0]
['-0.10', '+0.16', '+0.36', '-0.19', '+0.08', '+0.13', '+0.00', '+0.00', 2]
['-0.09', '+0.15', '+0.36', '-0.22', '+0.08', '+0.13', '+0.00', '+0.00', 0]
['-0.09', '+0.15', '+0.35', '-0.18', '+0.09', '+0.14', '+0.00', '+0.00', 2]
['-0.09', '+0.15', '+0.35', '-0.21', '+0.10', '+0.14', '+0.00', '+0.00', 0]
['-0.08', '+0.15', '+0.32', '-0.18', '+0.10', '+0.12', '+0.00', '+0.00', 2]
['-0.08', '+0.14', '+0.32', '-0.21', '+0.11', '+0.12', '+0.00', '+0.00', 0]
['-0.08', '+0.14', '+0.30', '-0.17', '+0.11', '+0.10', '+0.00', '+0.00', 2]
['-0.07', '+0.14', '+0.30', '-0.20', '+0.12', '+0.10', '+0.00', '+0.00', 0]
['-0.07', '+0.13', '+0.30', '-0.22', '+0.13', '+0.10', '+0.00', '+0.00', 0]
['-0.07', '+0.13', '+0.28', '-0.18', '+0.13', '+0.10', '+0.00', '+0.00', 2]
['-0.07', '+0.13', '+0.28', '-0.21', '+0.14', '+0.10', '+0.00', '+0.00', 0]
['-0.06', '+0.13', '+0.28', '-0.19', '+0.14', '+0.11', '+0.00', '+0.00', 2]
['-0.06', '+0.12', '+0.29', '-0.22', '+0.14', '+0.07', '+0.00', '+0.00', 3]
['-0.06', '+0.12', '+0.26', '-0.19', '+0.15', '+0.05', '+0.00', '+0.00', 2]
['-0.05', '+0.12', '+0.24', '-0.16', '+0.15', '+0.04', '+0.00', '+0.00', 2]
['-0.05', '+0.11', '+0.24', '-0.19', '+0.15', '+0.04', '+0.00', '+0.00', 0]
['-0.05', '+0.11', '+0.24', '-0.17', '+0.15', '+0.05', '+0.00', '+0.00', 2]
['-0.05', '+0.11', '+0.24', '-0.20', '+0.16', '+0.05', '+0.00', '+0.00', 0]
['-0.05', '+0.11', '+0.21', '-0.17', '+0.16', '+0.03', '+0.00', '+0.00', 2]
['-0.04', '+0.10', '+0.21', '-0.20', '+0.16', '+0.03', '+0.00', '+0.00', 0]
['-0.04', '+0.10', '+0.18', '-0.16', '+0.16', '+0.02', '+0.00', '+0.00', 2]
['-0.04', '+0.10', '+0.18', '-0.19', '+0.16', '+0.02', '+0.00', '+0.00', 0]
['-0.04', '+0.10', '+0.18', '-0.15', '+0.16', '+0.04', '+0.00', '+0.00', 2]
['-0.04', '+0.09', '+0.18', '-0.18', '+0.16', '+0.04', '+0.00', '+0.00', 0]
['-0.03', '+0.09', '+0.18', '-0.16', '+0.17', '+0.05', '+0.00', '+0.00', 2]
['-0.03', '+0.09', '+0.19', '-0.18', '+0.17', '+0.02', '+0.00', '+0.00', 3]
['-0.03', '+0.09', '+0.17', '-0.14', '+0.17', '+0.02', '+0.00', '+0.00', 2]
['-0.03', '+0.08', '+0.17', '-0.17', '+0.17', '+0.02', '+0.00', '+0.00', 0]
['-0.03', '+0.08', '+0.17', '-0.19', '+0.17', '+0.02', '+0.00', '+0.00', 0]
['-0.03', '+0.08', '+0.15', '-0.19', '+0.17', '+0.00', '+0.00', '+0.00', 2]
['-0.02', '+0.07', '+0.14', '-0.15', '+0.17', '+0.01', '+0.00', '+0.00', 2]
['-0.02', '+0.07', '+0.14', '-0.17', '+0.17', '+0.01', '+0.00', '+0.00', 0]
['-0.02', '+0.07', '+0.12', '-0.13', '+0.17', '+0.00', '+0.00', '+0.00', 2]
['-0.02', '+0.07', '+0.12', '-0.16', '+0.17', '+0.00', '+0.00', '+0.00', 0]
['-0.02', '+0.07', '+0.11', '-0.16', '+0.17', '+0.01', '+0.00', '+0.00', 2]
['-0.02', '+0.06', '+0.09', '-0.13', '+0.17', '-0.00', '+0.00', '+0.00', 2]
['-0.02', '+0.06', '+0.09', '-0.15', '+0.17', '-0.00', '+0.00', '+0.00', 0]
['-0.02', '+0.06', '+0.08', '-0.13', '+0.17', '+0.01', '+0.00', '+0.00', 2]
['-0.02', '+0.06', '+0.09', '-0.15', '+0.17', '-0.04', '+0.00', '+0.00', 3]
['-0.02', '+0.06', '+0.06', '-0.11', '+0.17', '-0.05', '+0.00', '+0.00', 2]
['-0.01', '+0.05', '+0.06', '-0.14', '+0.17', '-0.05', '+0.00', '+0.00', 0]
['-0.01', '+0.05', '+0.06', '-0.17', '+0.16', '-0.05', '+0.00', '+0.00', 0]
['-0.01', '+0.05', '+0.05', '-0.16', '+0.16', '-0.06', '+0.00', '+0.00', 2]
['-0.01', '+0.05', '+0.03', '-0.11', '+0.16', '-0.06', '+0.00', '+0.00', 2]
['-0.01', '+0.04', '+0.03', '-0.14', '+0.15', '-0.06', '+0.00', '+0.00', 0]
['-0.01', '+0.04', '+0.02', '-0.14', '+0.15', '-0.07', '+0.00', '+0.00', 2]
['-0.01', '+0.04', '+0.02', '-0.13', '+0.15', '-0.06', '+0.00', '+0.00', 2]
['-0.01', '+0.04', '+0.02', '-0.16', '+0.14', '-0.06', '+0.00', '+0.00', 0]
['-0.01', '+0.04', '+0.01', '-0.12', '+0.14', '-0.06', '+0.00', '+0.00', 2]
['-0.01', '+0.03', '+0.01', '-0.15', '+0.14', '-0.06', '+0.00', '+0.00', 0]
['-0.01', '+0.03', '+0.02', '-0.15', '+0.14', '-0.04', '+0.00', '+0.00', 2]
['-0.01', '+0.03', '+0.02', '-0.12', '+0.14', '-0.03', '+0.00', '+0.00', 2]
['-0.01', '+0.03', '+0.02', '-0.15', '+0.13', '-0.03', '+0.00', '+0.00', 0]
['-0.01', '+0.03', '-0.00', '-0.12', '+0.13', '-0.04', '+0.00', '+0.00', 2]
['-0.01', '+0.02', '-0.01', '-0.12', '+0.13', '-0.04', '+0.00', '+0.00', 2]
['-0.01', '+0.02', '-0.02', '-0.11', '+0.13', '-0.05', '+0.00', '+0.00', 2]
['-0.01', '+0.02', '-0.02', '-0.14', '+0.12', '-0.05', '+0.00', '+0.00', 0]
['-0.01', '+0.02', '-0.02', '-0.11', '+0.12', '-0.04', '+0.00', '+0.00', 2]
['-0.01', '+0.02', '-0.02', '-0.14', '+0.12', '-0.04', '+0.00', '+0.00', 0]
['-0.01', '+0.01', '-0.03', '-0.13', '+0.12', '-0.04', '+0.00', '+0.00', 2]
['-0.01', '+0.01', '-0.04', '-0.12', '+0.12', '-0.04', '+0.00', '+0.00', 2]
['-0.01', '+0.01', '-0.03', '-0.11', '+0.12', '-0.03', '+0.00', '+0.00', 2]
['-0.01', '+0.01', '-0.02', '-0.10', '+0.11', '-0.01', '+0.00', '+0.00', 2]
['-0.01', '+0.01', '-0.01', '-0.12', '+0.11', '-0.06', '+0.00', '+0.00', 3]
['-0.01', '+0.01', '-0.04', '-0.06', '+0.10', '-0.25', '+0.00', '+1.00', 2]
['-0.02', '+0.01', '-0.03', '-0.08', '+0.08', '-0.32', '+0.00', '+1.00', 0]
['-0.02', '+0.00', '-0.03', '-0.10', '+0.06', '-0.39', '+0.00', '+1.00', 0]
['-0.02', '+0.00', '-0.03', '-0.07', '+0.04', '-0.39', '+0.00', '+1.00', 2]
['-0.02', '+0.00', '-0.03', '-0.10', '+0.02', '-0.39', '+0.00', '+1.00', 0]
['-0.02', '+0.00', '-0.05', '-0.06', '+0.00', '-0.41', '+0.00', '+1.00', 2]
['-0.02', '-0.00', '-0.05', '-0.09', '-0.02', '-0.41', '+0.00', '+0.00', 0]
['-0.02', '-0.00', '-0.07', '-0.09', '-0.02', '+0.02', '+1.00', '+0.00', 1]
['-0.02', '-0.00', '-0.07', '-0.06', '-0.01', '+0.02', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.06', '-0.03', '-0.01', '+0.03', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.05', '-0.01', '-0.01', '+0.04', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.04', '+0.01', '-0.01', '+0.06', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.03', '+0.03', '-0.01', '+0.04', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.03', '+0.05', '-0.01', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.03', '+0.06', '-0.01', '-0.01', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.03', '+0.05', '+0.00', '+0.17', '+1.00', '+1.00', 0]
['-0.02', '+0.00', '-0.03', '+0.02', '+0.01', '+0.09', '+1.00', '+1.00', 0]
['-0.02', '+0.00', '-0.03', '+0.00', '+0.01', '+0.01', '+0.00', '+1.00', 0]
['-0.02', '-0.00', '-0.03', '-0.02', '+0.00', '-0.06', '+0.00', '+1.00', 0]
['-0.02', '-0.00', '-0.02', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.01', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.01', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.01', '+0.95', '-0.46', '+0.29', '+0.01', '+0.06', '+0.00', '+0.00', 3]
['-0.01', '+0.95', '-0.45', '+0.27', '+0.01', '+0.02', '+0.00', '+0.00', 3]
['-0.02', '+0.96', '-0.44', '+0.24', '+0.01', '-0.01', '+0.00', '+0.00', 3]
['-0.02', '+0.96', '-0.43', '+0.21', '+0.01', '-0.05', '+0.00', '+0.00', 3]
['-0.03', '+0.96', '-0.42', '+0.19', '+0.00', '-0.09', '+0.00', '+0.00', 3]
['-0.03', '+0.97', '-0.42', '+0.16', '-0.00', '-0.13', '+0.00', '+0.00', 3]
['-0.04', '+0.97', '-0.41', '+0.13', '-0.01', '-0.17', '+0.00', '+0.00', 3]
['-0.04', '+0.97', '-0.41', '+0.11', '-0.02', '-0.17', '+0.00', '+0.00', 0]
['-0.04', '+0.97', '-0.41', '+0.08', '-0.03', '-0.17', '+0.00', '+0.00', 0]
['-0.05', '+0.97', '-0.41', '+0.05', '-0.04', '-0.17', '+0.00', '+0.00', 0]
['-0.05', '+0.97', '-0.41', '+0.03', '-0.05', '-0.17', '+0.00', '+0.00', 0]
['-0.06', '+0.97', '-0.41', '+0.00', '-0.05', '-0.17', '+0.00', '+0.00', 0]
['-0.06', '+0.97', '-0.41', '-0.03', '-0.06', '-0.17', '+0.00', '+0.00', 0]
['-0.06', '+0.97', '-0.41', '-0.05', '-0.07', '-0.17', '+0.00', '+0.00', 0]
['-0.07', '+0.97', '-0.41', '-0.08', '-0.08', '-0.17', '+0.00', '+0.00', 0]
['-0.07', '+0.97', '-0.41', '-0.11', '-0.09', '-0.17', '+0.00', '+0.00', 0]
['-0.08', '+0.97', '-0.41', '-0.13', '-0.10', '-0.17', '+0.00', '+0.00', 0]
['-0.08', '+0.96', '-0.41', '-0.16', '-0.10', '-0.17', '+0.00', '+0.00', 0]
['-0.08', '+0.96', '-0.41', '-0.19', '-0.11', '-0.17', '+0.00', '+0.00', 0]
['-0.09', '+0.96', '-0.41', '-0.21', '-0.12', '-0.17', '+0.00', '+0.00', 0]
['-0.09', '+0.95', '-0.41', '-0.24', '-0.13', '-0.17', '+0.00', '+0.00', 0]
['-0.10', '+0.95', '-0.41', '-0.27', '-0.14', '-0.17', '+0.00', '+0.00', 0]
['-0.10', '+0.95', '-0.41', '-0.29', '-0.14', '-0.16', '+0.00', '+0.00', 0]
['-0.11', '+0.94', '-0.41', '-0.32', '-0.15', '-0.16', '+0.00', '+0.00', 0]
['-0.11', '+0.94', '-0.41', '-0.35', '-0.16', '-0.16', '+0.00', '+0.00', 0]
['-0.11', '+0.93', '-0.41', '-0.37', '-0.17', '-0.16', '+0.00', '+0.00', 0]
['-0.12', '+0.92', '-0.41', '-0.40', '-0.18', '-0.16', '+0.00', '+0.00', 0]
['-0.12', '+0.92', '-0.41', '-0.43', '-0.18', '-0.13', '+0.00', '+0.00', 1]
['-0.13', '+0.91', '-0.41', '-0.45', '-0.19', '-0.13', '+0.00', '+0.00', 0]
['-0.13', '+0.90', '-0.41', '-0.48', '-0.20', '-0.13', '+0.00', '+0.00', 0]
['-0.13', '+0.90', '-0.41', '-0.51', '-0.20', '-0.13', '+0.00', '+0.00', 0]
['-0.14', '+0.89', '-0.41', '-0.53', '-0.21', '-0.13', '+0.00', '+0.00', 0]
