['+0.01', '+0.94', '+0.68', '+0.09', '-0.01', '-0.11', '+0.00', '+0.00', 1]
['+0.08', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.08', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.01', '+0.93', '-0.36', '-0.27', '+0.01', '+0.05', '+0.00', '+0.00', 3]
['-0.01', '+0.93', '-0.35', '-0.29', '+0.01', '+0.00', '+0.00', '+0.00', 3]
['-0.01', '+0.92', '-0.34', '-0.32', '+0.00', '-0.03', '+0.00', '+0.00', 3]
['-0.02', '+0.92', '-0.33', '-0.35', '+0.00', '-0.07', '+0.00', '+0.00', 3]
['-0.02', '+0.91', '-0.32', '-0.37', '-0.00', '-0.11', '+0.00', '+0.00', 3]
['-0.02', '+0.91', '-0.31', '-0.40', '-0.01', '-0.15', '+0.00', '+0.00', 3]
['-0.03', '+0.90', '-0.31', '-0.43', '-0.02', '-0.15', '+0.00', '+0.00', 0]
['-0.03', '+0.89', '-0.31', '-0.45', '-0.03', '-0.15', '+0.00', '+0.00', 0]
['-0.03', '+0.89', '-0.31', '-0.48', '-0.03', '-0.15', '+0.00', '+0.00', 0]
['-0.04', '+0.88', '-0.31', '-0.51', '-0.04', '-0.15', '+0.00', '+0.00', 0]
['-0.04', '+0.87', '-0.31', '-0.53', '-0.05', '-0.15', '+0.00', '+0.00', 0]
['-0.04', '+0.86', '-0.31', '-0.56', '-0.06', '-0.15', '+0.00', '+0.00', 0]
['-0.05', '+0.85', '-0.31', '-0.59', '-0.06', '-0.15', '+0.00', '+0.00', 0]
['-0.05', '+0.84', '-0.31', '-0.61', '-0.07', '-0.15', '+0.00', '+0.00', 0]
['-0.05', '+0.84', '-0.31', '-0.64', '-0.08', '-0.15', '+0.00', '+0.00', 0]
['-0.06', '+0.83', '-0.31', '-0.67', '-0.09', '-0.15', '+0.00', '+0.00', 0]
['-0.06', '+0.81', '-0.31', '-0.69', '-0.10', '-0.15', '+0.00', '+0.00', 0]
['-0.06', '+0.80', '-0.31', '-0.72', '-0.10', '-0.15', '+0.00', '+0.00', 0]
['-0.07', '+0.79', '-0.31', '-0.75', '-0.11', '-0.15', '+0.00', '+0.00', 0]
['-0.07', '+0.78', '-0.31', '-0.77', '-0.12', '-0.15', '+0.00', '+0.00', 0]
['-0.07', '+0.77', '-0.31', '-0.80', '-0.13', '-0.15', '+0.00', '+0.00', 0]
['-0.07', '+0.76', '-0.31', '-0.83', '-0.13', '-0.15', '+0.00', '+0.00', 0]
['-0.08', '+0.74', '-0.29', '-0.81', '-0.14', '-0.14', '+0.00', '+0.00', 2]
['-0.08', '+0.73', '-0.30', '-0.81', '-0.15', '-0.16', '+0.00', '+0.00', 2]
['-0.08', '+0.72', '-0.29', '-0.79', '-0.16', '-0.15', '+0.00', '+0.00', 2]
['-0.09', '+0.71', '-0.30', '-0.82', '-0.16', '-0.11', '+0.00', '+0.00', 1]
['-0.09', '+0.70', '-0.29', '-0.78', '-0.17', '-0.11', '+0.00', '+0.00', 2]
['-0.09', '+0.69', '-0.26', '-0.75', '-0.17', '-0.10', '+0.00', '+0.00', 2]
['-0.09', '+0.67', '-0.23', '-0.72', '-0.18', '-0.08', '+0.00', '+0.00', 2]
['-0.10', '+0.66', '-0.23', '-0.74', '-0.18', '-0.08', '+0.00', '+0.00', 0]
['-0.10', '+0.65', '-0.23', '-0.75', '-0.18', '-0.09', '+0.00', '+0.00', 2]
['-0.10', '+0.64', '-0.23', '-0.74', '-0.19', '-0.10', '+0.00', '+0.00', 2]
['-0.10', '+0.63', '-0.22', '-0.70', '-0.19', '-0.10', '+0.00', '+0.00', 2]
['-0.11', '+0.62', '-0.23', '-0.73', '-0.20', '-0.06', '+0.00', '+0.00', 1]
['-0.11', '+0.61', '-0.20', '-0.71', '-0.20', '-0.05', '+0.00', '+0.00', 2]
['-0.11', '+0.60', '-0.20', '-0.72', '-0.20', '-0.05', '+0.00', '+0.00', 2]
['-0.11', '+0.59', '-0.17', '-0.70', '-0.20', '-0.04', '+0.00', '+0.00', 2]
['-0.11', '+0.58', '-0.16', '-0.67', '-0.21', '-0.05', '+0.00', '+0.00', 2]
['-0.12', '+0.57', '-0.15', '-0.65', '-0.21', '-0.05', '+0.00', '+0.00', 2]
['-0.12', '+0.56', '-0.14', '-0.62', '-0.21', '-0.05', '+0.00', '+0.00', 2]
['-0.12', '+0.55', '-0.15', '-0.64', '-0.21', '-0.01', '+0.00', '+0.00', 1]
['-0.12', '+0.54', '-0.13', '-0.62', '-0.21', '-0.01', '+0.00', '+0.00', 2]
['-0.12', '+0.53', '-0.11', '-0.59', '-0.21', '-0.01', '+0.00', '+0.00', 2]
['-0.12', '+0.52', '-0.08', '-0.56', '-0.21', '-0.00', '+0.00', '+0.00', 2]
['-0.12', '+0.51', '-0.07', '-0.57', '-0.21', '+0.01', '+0.00', '+0.00', 2]
['-0.12', '+0.51', '-0.04', '-0.55', '-0.21', '+0.02', '+0.00', '+0.00', 2]
['-0.12', '+0.50', '-0.02', '-0.54', '-0.21', '+0.02', '+0.00', '+0.00', 2]
['-0.12', '+0.49', '-0.02', '-0.52', '-0.21', '+0.01', '+0.00', '+0.00', 2]
['-0.12', '+0.48', '-0.03', '-0.54', '-0.21', '+0.05', '+0.00', '+0.00', 1]
['-0.12', '+0.47', '-0.04', '-0.53', '-0.21', '+0.03', '+0.00', '+0.00', 2]
['-0.12', '+0.47', '-0.03', '-0.49', '-0.21', '+0.01', '+0.00', '+0.00', 2]
['-0.12', '+0.46', '-0.03', '-0.52', '-0.21', '+0.01', '+0.00', '+0.00', 0]
['-0.12', '+0.45', '-0.03', '-0.49', '-0.21', '-0.00', '+0.00', '+0.00', 2]
['-0.13', '+0.44', '-0.04', '-0.52', '-0.20', '+0.03', '+0.00', '+0.00', 1]
['-0.13', '+0.44', '-0.02', '-0.49', '-0.20', '+0.03', '+0.00', '+0.00', 2]
['-0.13', '+0.43', '-0.02', '-0.46', '-0.20', '+0.01', '+0.00', '+0.00', 2]
['-0.13', '+0.42', '-0.02', '-0.48', '-0.20', '+0.01', '+0.00', '+0.00', 0]
['-0.13', '+0.42', '-0.02', '-0.47', '-0.20', '+0.00', '+0.00', '+0.00', 2]
['-0.13', '+0.41', '+0.01', '-0.43', '-0.20', '+0.01', '+0.00', '+0.00', 2]
['-0.13', '+0.40', '-0.00', '-0.45', '-0.20', '+0.05', '+0.00', '+0.00', 1]
['-0.13', '+0.40', '+0.00', '-0.41', '-0.20', '+0.04', '+0.00', '+0.00', 2]
['-0.13', '+0.39', '+0.00', '-0.44', '-0.19', '+0.04', '+0.00', '+0.00', 0]
['-0.13', '+0.38', '+0.01', '-0.40', '-0.19', '+0.03', '+0.00', '+0.00', 2]
['-0.13', '+0.38', '+0.01', '-0.43', '-0.19', '+0.03', '+0.00', '+0.00', 0]
['-0.13', '+0.37', '+0.01', '-0.42', '-0.19', '+0.02', '+0.00', '+0.00', 2]
['-0.12', '+0.36', '+0.04', '-0.40', '-0.19', '+0.03', '+0.00', '+0.00', 2]
['-0.12', '+0.36', '+0.05', '-0.37', '-0.19', '+0.03', '+0.00', '+0.00', 2]
['-0.12', '+0.35', '+0.04', '-0.39', '-0.18', '+0.06', '+0.00', '+0.00', 1]
['-0.12', '+0.35', '+0.04', '-0.39', '-0.18', '+0.05', '+0.00', '+0.00', 2]
['-0.12', '+0.34', '+0.04', '-0.35', '-0.18', '+0.04', '+0.00', '+0.00', 2]
['-0.12', '+0.34', '+0.04', '-0.37', '-0.18', '+0.04', '+0.00', '+0.00', 0]
['-0.12', '+0.33', '+0.04', '-0.36', '-0.18', '+0.03', '+0.00', '+0.00', 2]
['-0.12', '+0.33', '+0.03', '-0.39', '-0.17', '+0.07', '+0.00', '+0.00', 1]
['-0.12', '+0.32', '+0.05', '-0.35', '-0.17', '+0.07', '+0.00', '+0.00', 2]
['-0.12', '+0.31', '+0.05', '-0.38', '-0.17', '+0.07', '+0.00', '+0.00', 0]
['-0.12', '+0.31', '+0.06', '-0.36', '-0.16', '+0.07', '+0.00', '+0.00', 2]
['-0.12', '+0.30', '+0.07', '-0.35', '-0.16', '+0.07', '+0.00', '+0.00', 2]
['-0.12', '+0.30', '+0.08', '-0.34', '-0.16', '+0.07', '+0.00', '+0.00', 2]
['-0.12', '+0.29', '+0.09', '-0.31', '-0.15', '+0.07', '+0.00', '+0.00', 2]
['-0.12', '+0.29', '+0.09', '-0.34', '-0.15', '+0.07', '+0.00', '+0.00', 0]
['-0.12', '+0.28', '+0.09', '-0.30', '-0.15', '+0.05', '+0.00', '+0.00', 2]
['-0.11', '+0.28', '+0.09', '-0.33', '-0.14', '+0.05', '+0.00', '+0.00', 0]
['-0.11', '+0.27', '+0.10', '-0.31', '-0.14', '+0.05', '+0.00', '+0.00', 2]
['-0.11', '+0.27', '+0.10', '-0.33', '-0.14', '+0.05', '+0.00', '+0.00', 0]
['-0.11', '+0.27', '+0.11', '-0.31', '-0.14', '+0.05', '+0.00', '+0.00', 2]
['-0.11', '+0.26', '+0.13', '-0.29', '-0.13', '+0.06', '+0.00', '+0.00', 2]
['-0.11', '+0.26', '+0.13', '-0.31', '-0.13', '+0.06', '+0.00', '+0.00', 0]
['-0.11', '+0.25', '+0.15', '-0.28', '-0.13', '+0.07', '+0.00', '+0.00', 2]
['-0.11', '+0.25', '+0.15', '-0.30', '-0.12', '+0.07', '+0.00', '+0.00', 0]
['-0.10', '+0.24', '+0.16', '-0.29', '-0.12', '+0.07', '+0.00', '+0.00', 2]
['-0.10', '+0.24', '+0.16', '-0.26', '-0.12', '+0.06', '+0.00', '+0.00', 2]
['-0.10', '+0.23', '+0.15', '-0.29', '-0.11', '+0.10', '+0.00', '+0.00', 1]
['-0.10', '+0.23', '+0.15', '-0.26', '-0.11', '+0.10', '+0.00', '+0.00', 2]
['-0.10', '+0.23', '+0.15', '-0.28', '-0.10', '+0.10', '+0.00', '+0.00', 0]
['-0.10', '+0.22', '+0.17', '-0.27', '-0.10', '+0.11', '+0.00', '+0.00', 2]
['-0.09', '+0.22', '+0.17', '-0.29', '-0.09', '+0.11', '+0.00', '+0.00', 0]
['-0.09', '+0.21', '+0.18', '-0.25', '-0.09', '+0.11', '+0.00', '+0.00', 2]
['-0.09', '+0.21', '+0.18', '-0.28', '-0.08', '+0.11', '+0.00', '+0.00', 0]
['-0.09', '+0.21', '+0.19', '-0.27', '-0.07', '+0.12', '+0.00', '+0.00', 2]
['-0.09', '+0.20', '+0.21', '-0.25', '-0.07', '+0.13', '+0.00', '+0.00', 2]
['-0.08', '+0.20', '+0.21', '-0.28', '-0.06', '+0.13', '+0.00', '+0.00', 0]
['-0.08', '+0.19', '+0.22', '-0.27', '-0.05', '+0.14', '+0.00', '+0.00', 2]
['-0.08', '+0.19', '+0.22', '-0.27', '-0.05', '+0.13', '+0.00', '+0.00', 2]
['-0.08', '+0.19', '+0.21', '-0.26', '-0.04', '+0.12', '+0.00', '+0.00', 2]
['-0.08', '+0.18', '+0.23', '-0.23', '-0.03', '+0.14', '+0.00', '+0.00', 2]
['-0.07', '+0.18', '+0.23', '-0.26', '-0.03', '+0.14', '+0.00', '+0.00', 0]
['-0.07', '+0.17', '+0.22', '-0.24', '-0.02', '+0.12', '+0.00', '+0.00', 2]
['-0.07', '+0.17', '+0.20', '-0.23', '-0.02', '+0.11', '+0.00', '+0.00', 2]
['-0.07', '+0.17', '+0.20', '-0.26', '-0.01', '+0.11', '+0.00', '+0.00', 0]
['-0.06', '+0.16', '+0.22', '-0.26', '-0.00', '+0.12', '+0.00', '+0.00', 2]
['-0.06', '+0.16', '+0.21', '-0.25', '+0.00', '+0.12', '+0.00', '+0.00', 2]
['-0.06', '+0.16', '+0.21', '-0.23', '+0.01', '+0.12', '+0.00', '+0.00', 2]
['-0.06', '+0.15', '+0.22', '-0.20', '+0.01', '+0.13', '+0.00', '+0.00', 2]
['-0.06', '+0.15', '+0.22', '-0.22', '+0.02', '+0.13', '+0.00', '+0.00', 0]
['-0.05', '+0.15', '+0.21', '-0.22', '+0.03', '+0.12', '+0.00', '+0.00', 2]
['-0.05', '+0.14', '+0.21', '-0.21', '+0.03', '+0.12', '+0.00', '+0.00', 2]
['-0.05', '+0.14', '+0.21', '-0.24', '+0.04', '+0.12', '+0.00', '+0.00', 0]
['-0.05', '+0.14', '+0.21', '-0.21', '+0.04', '+0.12', '+0.00', '+0.00', 2]
['-0.04', '+0.13', '+0.22', '-0.24', '+0.05', '+0.08', '+0.00', '+0.00', 3]
['-0.04', '+0.13', '+0.22', '-0.22', '+0.05', '+0.08', '+0.00', '+0.00', 2]
['-0.04', '+0.13', '+0.21', '-0.19', '+0.06', '+0.08', '+0.00', '+0.00', 2]
['-0.04', '+0.12', '+0.21', '-0.22', '+0.06', '+0.08', '+0.00', '+0.00', 0]
['-0.04', '+0.12', '+0.20', '-0.18', '+0.07', '+0.08', '+0.00', '+0.00', 2]
['-0.03', '+0.12', '+0.20', '-0.20', '+0.07', '+0.08', '+0.00', '+0.00', 0]
['-0.03', '+0.12', '+0.21', '-0.17', '+0.07', '+0.09', '+0.00', '+0.00', 2]
['-0.03', '+0.11', '+0.21', '-0.20', '+0.08', '+0.09', '+0.00', '+0.00', 0]
['-0.03', '+0.11', '+0.20', '-0.19', '+0.08', '+0.09', '+0.00', '+0.00', 2]
['-0.03', '+0.11', '+0.20', '-0.21', '+0.09', '+0.09', '+0.00', '+0.00', 0]
['-0.02', '+0.10', '+0.20', '-0.21', '+0.09', '+0.09', '+0.00', '+0.00', 2]
['-0.02', '+0.10', '+0.19', '-0.17', '+0.10', '+0.10', '+0.00', '+0.00', 2]
['-0.02', '+0.10', '+0.21', '-0.20', '+0.10', '+0.05', '+0.00', '+0.00', 3]
['-0.02', '+0.10', '+0.18', '-0.18', '+0.10', '+0.04', '+0.00', '+0.00', 2]
['-0.02', '+0.09', '+0.18', '-0.20', '+0.10', '+0.04', '+0.00', '+0.00', 0]
['-0.01', '+0.09', '+0.18', '-0.16', '+0.11', '+0.04', '+0.00', '+0.00', 2]
['-0.01', '+0.09', '+0.18', '-0.19', '+0.11', '+0.04', '+0.00', '+0.00', 0]
['-0.01', '+0.08', '+0.18', '-0.16', '+0.11', '+0.05', '+0.00', '+0.00', 2]
['-0.01', '+0.08', '+0.18', '-0.18', '+0.11', '+0.05', '+0.00', '+0.00', 0]
['-0.01', '+0.08', '+0.15', '-0.15', '+0.12', '+0.04', '+0.00', '+0.00', 2]
['-0.01', '+0.08', '+0.15', '-0.17', '+0.12', '+0.04', '+0.00', '+0.00', 0]
['-0.00', '+0.07', '+0.15', '-0.20', '+0.12', '+0.04', '+0.00', '+0.00', 0]
['-0.00', '+0.07', '+0.16', '-0.17', '+0.12', '+0.05', '+0.00', '+0.00', 2]
['-0.00', '+0.07', '+0.16', '-0.19', '+0.12', '+0.05', '+0.00', '+0.00', 0]
['+0.00', '+0.07', '+0.15', '-0.16', '+0.13', '+0.05', '+0.00', '+0.00', 2]
['+0.00', '+0.06', '+0.15', '-0.19', '+0.13', '+0.05', '+0.00', '+0.00', 0]
['+0.00', '+0.06', '+0.13', '-0.18', '+0.13', '+0.05', '+0.00', '+0.00', 2]
['+0.00', '+0.06', '+0.11', '-0.15', '+0.13', '+0.04', '+0.00', '+0.00', 2]
['+0.01', '+0.06', '+0.12', '-0.17', '+0.13', '-0.00', '+0.00', '+0.00', 3]
['+0.01', '+0.05', '+0.12', '-0.17', '+0.13', '-0.00', '+0.00', '+0.00', 2]
['+0.01', '+0.05', '+0.10', '-0.15', '+0.13', '-0.01', '+0.00', '+0.00', 2]
['+0.01', '+0.05', '+0.08', '-0.14', '+0.13', '-0.02', '+0.00', '+0.00', 2]
['+0.01', '+0.05', '+0.08', '-0.16', '+0.13', '-0.02', '+0.00', '+0.00', 0]
['+0.01', '+0.04', '+0.06', '-0.16', '+0.13', '-0.04', '+0.00', '+0.00', 2]
['+0.01', '+0.04', '+0.04', '-0.15', '+0.13', '-0.04', '+0.00', '+0.00', 2]
['+0.01', '+0.04', '+0.02', '-0.13', '+0.13', '-0.06', '+0.00', '+0.00', 2]
['+0.01', '+0.04', '+0.02', '-0.15', '+0.12', '-0.06', '+0.00', '+0.00', 0]
['+0.01', '+0.04', '+0.01', '-0.16', '+0.12', '-0.06', '+0.00', '+0.00', 2]
['+0.01', '+0.03', '+0.01', '-0.13', '+0.12', '-0.05', '+0.00', '+0.00', 2]
['+0.01', '+0.03', '+0.01', '-0.15', '+0.11', '-0.05', '+0.00', '+0.00', 0]
['+0.01', '+0.03', '-0.00', '-0.12', '+0.11', '-0.06', '+0.00', '+0.00', 2]
['+0.01', '+0.03', '-0.02', '-0.09', '+0.11', '-0.06', '+0.00', '+0.00', 2]
['+0.01', '+0.03', '-0.02', '-0.12', '+0.11', '-0.06', '+0.00', '+0.00', 0]
['+0.01', '+0.02', '-0.02', '-0.15', '+0.10', '-0.06', '+0.00', '+0.00', 0]
['+0.01', '+0.02', '-0.03', '-0.13', '+0.10', '-0.07', '+0.00', '+0.00', 2]
['+0.01', '+0.02', '-0.04', '-0.10', '+0.10', '-0.06', '+0.00', '+0.00', 2]
['+0.01', '+0.02', '-0.04', '-0.12', '+0.09', '-0.06', '+0.00', '+0.00', 0]
['+0.01', '+0.02', '-0.05', '-0.12', '+0.09', '-0.07', '+0.00', '+0.00', 2]
['+0.01', '+0.01', '-0.04', '-0.12', '+0.09', '-0.06', '+0.00', '+0.00', 2]
['+0.01', '+0.01', '-0.04', '-0.08', '+0.08', '-0.06', '+0.00', '+0.00', 2]
['+0.01', '+0.01', '-0.04', '-0.11', '+0.08', '-0.06', '+0.00', '+0.00', 0]
['+0.01', '+0.01', '-0.04', '-0.13', '+0.08', '-0.06', '+0.00', '+0.00', 0]
['+0.01', '+0.01', '-0.04', '-0.10', '+0.08', '-0.04', '+0.00', '+0.00', 2]
['+0.01', '+0.01', '-0.04', '-0.13', '+0.07', '-0.04', '+0.00', '+0.00', 0]
['+0.01', '+0.00', '-0.03', '-0.13', '+0.07', '-0.04', '+0.00', '+0.00', 2]
['+0.01', '+0.00', '-0.03', '-0.09', '+0.05', '-0.35', '+0.00', '+1.00', 2]
['+0.00', '+0.00', '-0.03', '-0.11', '+0.03', '-0.42', '+0.00', '+1.00', 0]
['+0.00', '-0.00', '-0.03', '-0.10', '+0.01', '-0.42', '+0.00', '+1.00', 2]
['+0.00', '-0.00', '-0.03', '-0.07', '-0.01', '-0.42', '+0.00', '+1.00', 2]
['+0.00', '-0.00', '-0.04', '-0.07', '-0.01', '-0.04', '+1.00', '+0.00', 0]
['+0.00', '-0.00', '-0.04', '-0.04', '-0.01', '-0.04', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.03', '-0.02', '-0.01', '-0.03', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.02', '+0.01', '-0.02', '-0.02', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.02', '+0.03', '-0.02', '-0.02', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.02', '+0.03', '-0.01', '+0.11', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.02', '+0.04', '-0.00', '+0.13', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.02', '+0.04', '+0.00', '+0.12', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.02', '+0.01', '+0.00', '+0.05', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.01', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.01', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '+0.00', '+0.00', '+0.00', '-0.02', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.01', '+0.92', '+0.61', '-0.57', '-0.01', '-0.09', '+0.00', '+0.00', 1]
['+0.02', '+0.92', '+0.60', '-0.59', '-0.01', '-0.06', '+0.00', '+0.00', 1]
['+0.02', '+0.91', '+0.59', '-0.62', '-0.02', '-0.03', '+0.00', '+0.00', 1]
['+0.03', '+0.90', '+0.58', '-0.64', '-0.02', '+0.01', '+0.00', '+0.00', 1]
['+0.04', '+0.89', '+0.57', '-0.67', '-0.01', '+0.04', '+0.00', '+0.00', 1]
['+0.04', '+0.88', '+0.56', '-0.70', '-0.01', '+0.09', '+0.00', '+0.00', 1]
['+0.05', '+0.86', '+0.55', '-0.72', '-0.00', '+0.14', '+0.00', '+0.00', 1]
['+0.05', '+0.85', '+0.54', '-0.75', '+0.01', '+0.17', '+0.00', '+0.00', 1]
['+0.06', '+0.84', '+0.54', '-0.78', '+0.02', '+0.17', '+0.00', '+0.00', 0]
['+0.06', '+0.83', '+0.54', '-0.80', '+0.02', '+0.17', '+0.00', '+0.00', 0]
['+0.07', '+0.82', '+0.54', '-0.83', '+0.03', '+0.17', '+0.00', '+0.00', 0]
['+0.07', '+0.80', '+0.54', '-0.86', '+0.04', '+0.17', '+0.00', '+0.00', 0]
['+0.08', '+0.79', '+0.54', '-0.88', '+0.05', '+0.17', '+0.00', '+0.00', 0]
['+0.09', '+0.78', '+0.53', '-0.88', '+0.06', '+0.15', '+0.00', '+0.00', 2]
['+0.09', '+0.77', '+0.51', '-0.85', '+0.06', '+0.15', '+0.00', '+0.00', 2]
['+0.10', '+0.75', '+0.50', '-0.84', '+0.07', '+0.13', '+0.00', '+0.00', 2]
['+0.10', '+0.74', '+0.50', '-0.82', '+0.08', '+0.14', '+0.00', '+0.00', 2]
['+0.11', '+0.73', '+0.49', '-0.80', '+0.08', '+0.14', '+0.00', '+0.00', 2]
['+0.11', '+0.72', '+0.47', '-0.78', '+0.09', '+0.12', '+0.00', '+0.00', 2]
['+0.12', '+0.71', '+0.48', '-0.75', '+0.10', '+0.14', '+0.00', '+0.00', 2]
['+0.12', '+0.69', '+0.48', '-0.74', '+0.11', '+0.15', '+0.00', '+0.00', 2]
['+0.12', '+0.68', '+0.47', '-0.72', '+0.11', '+0.15', '+0.00', '+0.00', 2]
['+0.13', '+0.67', '+0.48', '-0.71', '+0.12', '+0.16', '+0.00', '+0.00', 2]
['+0.13', '+0.66', '+0.48', '-0.67', '+0.13', '+0.17', '+0.00', '+0.00', 2]
['+0.14', '+0.65', '+0.48', '-0.70', '+0.14', '+0.17', '+0.00', '+0.00', 0]
['+0.14', '+0.64', '+0.48', '-0.68', '+0.15', '+0.18', '+0.00', '+0.00', 2]
['+0.15', '+0.63', '+0.48', '-0.65', '+0.16', '+0.19', '+0.00', '+0.00', 2]
['+0.15', '+0.62', '+0.49', '-0.68', '+0.16', '+0.15', '+0.00', '+0.00', 3]
['+0.16', '+0.61', '+0.49', '-0.67', '+0.17', '+0.16', '+0.00', '+0.00', 2]
['+0.16', '+0.60', '+0.47', '-0.66', '+0.18', '+0.15', '+0.00', '+0.00', 2]
['+0.17', '+0.59', '+0.48', '-0.66', '+0.19', '+0.17', '+0.00', '+0.00', 2]
['+0.17', '+0.58', '+0.45', '-0.63', '+0.19', '+0.15', '+0.00', '+0.00', 2]
['+0.18', '+0.57', '+0.43', '-0.60', '+0.20', '+0.15', '+0.00', '+0.00', 2]
['+0.18', '+0.57', '+0.41', '-0.57', '+0.21', '+0.15', '+0.00', '+0.00', 2]
['+0.19', '+0.56', '+0.42', '-0.59', '+0.22', '+0.10', '+0.00', '+0.00', 3]
['+0.19', '+0.55', '+0.40', '-0.58', '+0.22', '+0.09', '+0.00', '+0.00', 2]
['+0.19', '+0.54', '+0.40', '-0.58', '+0.22', '+0.11', '+0.00', '+0.00', 2]
['+0.20', '+0.53', '+0.39', '-0.57', '+0.23', '+0.11', '+0.00', '+0.00', 2]
['+0.20', '+0.52', '+0.35', '-0.54', '+0.23', '+0.09', '+0.00', '+0.00', 2]
['+0.21', '+0.52', '+0.33', '-0.52', '+0.24', '+0.08', '+0.00', '+0.00', 2]
['+0.21', '+0.51', '+0.33', '-0.51', '+0.24', '+0.10', '+0.00', '+0.00', 2]
['+0.21', '+0.50', '+0.29', '-0.48', '+0.25', '+0.08', '+0.00', '+0.00', 2]
['+0.21', '+0.49', '+0.29', '-0.51', '+0.25', '+0.08', '+0.00', '+0.00', 0]
['+0.22', '+0.49', '+0.26', '-0.49', '+0.25', '+0.06', '+0.00', '+0.00', 2]
['+0.22', '+0.48', '+0.24', '-0.50', '+0.26', '+0.05', '+0.00', '+0.00', 2]
['+0.22', '+0.47', '+0.21', '-0.47', '+0.26', '+0.05', '+0.00', '+0.00', 2]
['+0.22', '+0.46', '+0.17', '-0.43', '+0.26', '+0.03', '+0.00', '+0.00', 2]
['+0.23', '+0.46', '+0.17', '-0.46', '+0.26', '+0.03', '+0.00', '+0.00', 0]
['+0.23', '+0.45', '+0.16', '-0.45', '+0.26', '+0.03', '+0.00', '+0.00', 2]
['+0.23', '+0.44', '+0.13', '-0.41', '+0.27', '+0.03', '+0.00', '+0.00', 2]
