['-0.23', '+0.18', '-0.02', '-0.07', 1]
['-0.32', '-0.36', '+0.02', '+0.01', 1]
['-0.33', '-0.55', '+0.02', '+0.31', 0]
['-0.34', '-0.36', '+0.03', '+0.02', 1]
['-0.35', '-0.55', '+0.03', '+0.32', 0]
['-0.36', '-0.36', '+0.03', '+0.04', 1]
['-0.37', '-0.17', '+0.03', '-0.25', 1]
['-0.37', '-0.36', '+0.03', '+0.06', 0]
['-0.38', '-0.17', '+0.03', '-0.22', 1]
['-0.38', '-0.36', '+0.03', '+0.08', 0]
['-0.39', '-0.17', '+0.03', '-0.21', 1]
['-0.39', '-0.36', '+0.02', '+0.10', 0]
['-0.40', '-0.17', '+0.03', '-0.19', 1]
['-0.40', '-0.36', '+0.02', '+0.11', 0]
['-0.41', '-0.17', '+0.02', '-0.17', 1]
['-0.41', '-0.36', '+0.02', '+0.13', 0]
['-0.42', '-0.17', '+0.02', '-0.16', 1]
['-0.42', '-0.36', '+0.02', '+0.14', 0]
['-0.43', '-0.17', '+0.02', '-0.15', 1]
['-0.43', '-0.37', '+0.02', '+0.15', 0]
['-0.44', '-0.17', '+0.02', '-0.13', 1]
['-0.44', '-0.37', '+0.02', '+0.17', 0]
['-0.45', '-0.17', '+0.02', '-0.12', 1]
['-0.45', '-0.37', '+0.02', '+0.18', 0]
['-0.46', '-0.17', '+0.03', '-0.10', 1]
['-0.47', '-0.37', '+0.02', '+0.20', 0]
['-0.47', '-0.17', '+0.03', '-0.09', 1]
['-0.48', '-0.37', '+0.03', '+0.21', 0]
['-0.48', '-0.17', '+0.03', '-0.07', 1]
['-0.49', '-0.37', '+0.03', '+0.23', 0]
['-0.49', '-0.17', '+0.03', '-0.05', 1]
['-0.50', '-0.37', '+0.03', '+0.25', 0]
['-0.50', '-0.18', '+0.04', '-0.03', 1]
['-0.51', '-0.37', '+0.04', '+0.27', 0]
['-0.52', '-0.18', '+0.04', '-0.01', 1]
['-0.52', '+0.02', '+0.04', '-0.29', 1]
['-0.52', '-0.18', '+0.04', '+0.01', 0]
['-0.52', '+0.02', '+0.04', '-0.27', 1]
['-0.52', '-0.18', '+0.03', '+0.04', 0]
['-0.53', '+0.02', '+0.03', '-0.25', 1]
['-0.53', '-0.18', '+0.03', '+0.06', 0]
['-0.53', '+0.02', '+0.03', '-0.23', 1]
['-0.53', '-0.18', '+0.02', '+0.07', 0]
['-0.53', '+0.01', '+0.02', '-0.21', 1]
['-0.53', '-0.18', '+0.02', '+0.09', 0]
['-0.54', '+0.01', '+0.02', '-0.20', 1]
['-0.54', '-0.18', '+0.02', '+0.10', 0]
['-0.54', '+0.01', '+0.02', '-0.19', 1]
['-0.54', '-0.18', '+0.02', '+0.11', 0]
['-0.54', '+0.01', '+0.02', '-0.18', 1]
['-0.54', '-0.18', '+0.01', '+0.12', 0]
['-0.55', '+0.01', '+0.02', '-0.17', 1]
['-0.55', '-0.18', '+0.01', '+0.13', 0]
['-0.55', '+0.01', '+0.02', '-0.16', 1]
['-0.55', '-0.18', '+0.01', '+0.14', 0]
['-0.55', '+0.01', '+0.02', '-0.15', 1]
['-0.55', '-0.18', '+0.01', '+0.15', 0]
['-0.56', '+0.01', '+0.02', '-0.14', 1]
['-0.56', '-0.18', '+0.01', '+0.16', 0]
['-0.56', '+0.01', '+0.02', '-0.13', 1]
['-0.56', '-0.18', '+0.01', '+0.17', 0]
['-0.56', '+0.01', '+0.02', '-0.12', 1]
['-0.56', '-0.18', '+0.01', '+0.18', 0]
['-0.57', '+0.01', '+0.02', '-0.11', 1]
['-0.57', '-0.19', '+0.02', '+0.19', 0]
['-0.57', '+0.01', '+0.02', '-0.10', 1]
['-0.57', '-0.19', '+0.02', '+0.20', 0]
['-0.57', '+0.01', '+0.02', '-0.09', 1]
['-0.57', '-0.19', '+0.02', '+0.21', 0]
['-0.58', '+0.01', '+0.02', '-0.08', 1]
['-0.58', '-0.19', '+0.02', '+0.22', 0]
['-0.58', '+0.01', '+0.03', '-0.06', 1]
['-0.58', '-0.19', '+0.03', '+0.24', 0]
['-0.58', '+0.01', '+0.03', '-0.05', 1]
['-0.58', '-0.19', '+0.03', '+0.25', 0]
['-0.59', '+0.01', '+0.03', '-0.03', 1]
['-0.59', '+0.20', '+0.03', '-0.31', 1]
['-0.58', '+0.01', '+0.03', '-0.01', 0]
['-0.58', '+0.20', '+0.03', '-0.29', 1]
['-0.58', '+0.00', '+0.02', '+0.01', 0]
['-0.58', '+0.20', '+0.02', '-0.28', 1]
['-0.58', '+0.00', '+0.02', '+0.02', 0]
['-0.58', '+0.20', '+0.02', '-0.26', 1]
['-0.57', '+0.00', '+0.01', '+0.03', 0]
['-0.57', '+0.20', '+0.01', '-0.26', 1]
['-0.57', '+0.00', '+0.01', '+0.04', 0]
['-0.57', '+0.20', '+0.01', '-0.25', 1]
['-0.56', '+0.00', '+0.00', '+0.04', 0]
['-0.56', '+0.20', '+0.00', '-0.25', 1]
['-0.56', '+0.00', '-0.00', '+0.05', 0]
['-0.56', '+0.20', '-0.00', '-0.25', 1]
['-0.56', '+0.00', '-0.01', '+0.05', 0]
['-0.56', '+0.20', '-0.00', '-0.25', 1]
['-0.55', '+0.00', '-0.01', '+0.04', 0]
['-0.55', '+0.20', '-0.01', '-0.25', 1]
['-0.55', '+0.00', '-0.01', '+0.04', 0]
['-0.55', '+0.20', '-0.01', '-0.26', 1]
['-0.54', '+0.00', '-0.02', '+0.03', 0]
['-0.54', '+0.20', '-0.02', '-0.27', 1]
['-0.54', '+0.00', '-0.02', '+0.02', 0]
['-0.54', '+0.20', '-0.02', '-0.28', 1]
['-0.53', '+0.01', '-0.03', '+0.00', 0]
['-0.53', '+0.20', '-0.03', '-0.30', 1]
['-0.53', '+0.01', '-0.03', '-0.02', 0]
['-0.53', '+0.20', '-0.03', '-0.32', 1]
['-0.53', '+0.01', '-0.04', '-0.04', 0]
['-0.53', '-0.19', '-0.04', '+0.24', 0]
['-0.53', '+0.01', '-0.04', '-0.06', 1]
['-0.53', '-0.19', '-0.04', '+0.22', 0]
['-0.53', '+0.01', '-0.03', '-0.09', 1]
['-0.53', '-0.19', '-0.04', '+0.19', 0]
['-0.54', '+0.01', '-0.03', '-0.11', 1]
['-0.54', '-0.18', '-0.03', '+0.17', 0]
['-0.54', '+0.01', '-0.03', '-0.13', 1]
['-0.54', '-0.18', '-0.03', '+0.15', 0]
['-0.54', '+0.01', '-0.03', '-0.15', 1]
['+0.05', '+0.18', '+0.03', '-0.32', 1]
['+0.05', '-0.02', '+0.02', '-0.02', 0]
['+0.05', '+0.18', '+0.02', '-0.30', 1]
['+0.05', '-0.02', '+0.02', '-0.00', 0]
['+0.05', '+0.18', '+0.02', '-0.29', 1]
['+0.06', '-0.02', '+0.01', '+0.01', 0]
['+0.06', '+0.18', '+0.01', '-0.28', 1]
['+0.06', '-0.02', '+0.00', '+0.01', 0]
['+0.06', '+0.18', '+0.00', '-0.28', 1]
['+0.06', '-0.02', '-0.00', '+0.02', 0]
['+0.06', '+0.18', '-0.00', '-0.28', 1]
['+0.07', '-0.02', '-0.01', '+0.02', 0]
['+0.07', '+0.18', '-0.01', '-0.28', 1]
['+0.07', '-0.02', '-0.01', '+0.01', 0]
['+0.07', '+0.18', '-0.01', '-0.28', 1]
['+0.07', '-0.02', '-0.02', '+0.01', 0]
['+0.07', '+0.18', '-0.02', '-0.29', 1]
['+0.08', '-0.02', '-0.02', '-0.00', 0]
['+0.08', '+0.18', '-0.02', '-0.30', 1]
['+0.08', '-0.02', '-0.03', '-0.02', 0]
['+0.08', '+0.18', '-0.03', '-0.32', 1]
['+0.08', '-0.02', '-0.04', '-0.04', 0]
['+0.08', '-0.21', '-0.04', '+0.25', 0]
['+0.08', '-0.02', '-0.03', '-0.06', 1]
['+0.08', '-0.21', '-0.03', '+0.22', 0]
['+0.07', '-0.01', '-0.03', '-0.08', 1]
['+0.07', '-0.21', '-0.03', '+0.21', 0]
['+0.07', '-0.01', '-0.03', '-0.10', 1]
['+0.07', '-0.21', '-0.03', '+0.19', 0]
['+0.07', '-0.01', '-0.02', '-0.11', 1]
['+0.07', '-0.21', '-0.03', '+0.17', 0]
['+0.06', '-0.01', '-0.02', '-0.13', 1]
['+0.06', '-0.21', '-0.02', '+0.16', 0]
['+0.06', '-0.01', '-0.02', '-0.14', 1]
['+0.06', '-0.21', '-0.02', '+0.14', 0]
['+0.05', '-0.01', '-0.02', '-0.16', 1]
['+0.05', '-0.21', '-0.02', '+0.13', 0]
['+0.05', '-0.01', '-0.02', '-0.17', 1]
['+0.05', '-0.21', '-0.03', '+0.11', 0]
['+0.04', '-0.01', '-0.02', '-0.19', 1]
['+0.04', '-0.20', '-0.03', '+0.10', 0]
['+0.04', '-0.01', '-0.02', '-0.20', 1]
['+0.04', '-0.20', '-0.03', '+0.08', 0]
['+0.04', '-0.01', '-0.03', '-0.22', 1]
['+0.03', '-0.20', '-0.03', '+0.06', 0]
['+0.03', '-0.01', '-0.03', '-0.24', 1]
['+0.03', '-0.20', '-0.04', '+0.04', 0]
['+0.03', '-0.01', '-0.03', '-0.26', 1]
['+0.03', '-0.20', '-0.04', '+0.02', 0]
['+0.02', '-0.40', '-0.04', '+0.30', 0]
['+0.01', '-0.20', '-0.03', '-0.00', 1]
['+0.01', '-0.39', '-0.03', '+0.28', 0]
['+0.00', '-0.20', '-0.03', '-0.02', 1]
['-0.00', '-0.39', '-0.03', '+0.26', 0]
['-0.01', '-0.20', '-0.02', '-0.04', 1]
['-0.01', '-0.39', '-0.02', '+0.25', 0]
['-0.02', '-0.20', '-0.02', '-0.05', 1]
['-0.02', '-0.39', '-0.02', '+0.23', 0]
['-0.03', '-0.20', '-0.02', '-0.07', 1]
['-0.04', '-0.39', '-0.02', '+0.22', 0]
['-0.04', '-0.20', '-0.01', '-0.08', 1]
['-0.05', '-0.39', '-0.01', '+0.21', 0]
['-0.06', '-0.20', '-0.01', '-0.08', 1]
['-0.06', '-0.39', '-0.01', '+0.20', 0]
['-0.07', '-0.20', '-0.01', '-0.09', 1]
['-0.07', '-0.39', '-0.01', '+0.20', 0]
['-0.08', '-0.20', '-0.00', '-0.10', 1]
['-0.08', '-0.39', '-0.01', '+0.20', 0]
['-0.09', '-0.20', '-0.00', '-0.10', 1]
['-0.10', '-0.39', '-0.00', '+0.19', 0]
['-0.10', '-0.20', '-0.00', '-0.10', 1]
['-0.11', '-0.39', '-0.00', '+0.19', 0]
['-0.11', '-0.20', '+0.00', '-0.10', 1]
['-0.12', '-0.39', '-0.00', '+0.19', 0]
['-0.13', '-0.20', '+0.00', '-0.10', 1]
['-0.13', '-0.39', '+0.00', '+0.19', 0]
['-0.14', '-0.20', '+0.00', '-0.10', 1]
['-0.14', '-0.39', '+0.00', '+0.19', 0]
['-0.15', '-0.20', '+0.01', '-0.10', 1]
['-0.15', '-0.39', '+0.00', '+0.19', 0]
['-0.16', '-0.20', '+0.01', '-0.10', 1]
['-0.17', '-0.39', '+0.01', '+0.20', 0]
['-0.17', '-0.20', '+0.01', '-0.09', 1]
['-0.18', '-0.39', '+0.01', '+0.20', 0]
['-0.19', '-0.20', '+0.01', '-0.09', 1]
['-0.19', '-0.39', '+0.01', '+0.21', 0]
['-0.20', '-0.20', '+0.01', '-0.08', 1]
['-0.20', '-0.39', '+0.01', '+0.22', 0]
['-0.21', '-0.20', '+0.02', '-0.07', 1]
['-0.21', '-0.39', '+0.02', '+0.23', 0]
['-0.22', '-0.20', '+0.02', '-0.06', 1]
['-0.22', '-0.39', '+0.02', '+0.24', 0]
['-0.23', '-0.20', '+0.02', '-0.05', 1]
['-0.24', '-0.39', '+0.02', '+0.25', 0]
['-0.24', '-0.20', '+0.03', '-0.03', 1]
['-0.25', '-0.39', '+0.03', '+0.27', 0]
['-0.26', '-0.20', '+0.03', '-0.02', 1]
['-0.26', '-0.39', '+0.03', '+0.29', 0]
['-0.27', '-0.20', '+0.04', '+0.01', 1]
['-0.27', '-0.40', '+0.04', '+0.31', 0]
['-0.28', '-0.20', '+0.04', '+0.03', 1]
['-0.28', '-0.40', '+0.05', '+0.34', 0]
['-0.29', '-0.20', '+0.05', '+0.06', 1]
['-0.30', '-0.01', '+0.05', '-0.22', 1]
['-0.30', '-0.20', '+0.05', '+0.09', 0]
['-0.30', '-0.01', '+0.05', '-0.19', 1]
['-0.30', '-0.21', '+0.05', '+0.12', 0]
['-0.30', '-0.01', '+0.05', '-0.15', 1]
['-0.30', '-0.21', '+0.05', '+0.15', 0]
['-0.31', '-0.01', '+0.05', '-0.12', 1]
['-0.31', '-0.21', '+0.05', '+0.18', 0]
['-0.31', '-0.01', '+0.05', '-0.09', 1]
['-0.31', '-0.21', '+0.05', '+0.21', 0]
['-0.32', '-0.02', '+0.05', '-0.06', 1]
['-0.32', '-0.21', '+0.05', '+0.25', 0]
['-0.32', '-0.02', '+0.06', '-0.03', 1]
['-0.32', '-0.21', '+0.06', '+0.28', 0]
['-0.33', '-0.02', '+0.06', '+0.00', 1]
['-0.33', '+0.18', '+0.06', '-0.27', 1]
['-0.32', '-0.02', '+0.06', '+0.04', 0]
['-0.32', '+0.17', '+0.06', '-0.23', 1]
['-0.32', '-0.02', '+0.05', '+0.08', 0]
['-0.32', '+0.17', '+0.05', '-0.20', 1]
['-0.32', '-0.02', '+0.05', '+0.11', 0]
['-0.32', '+0.17', '+0.05', '-0.16', 1]
['-0.31', '-0.02', '+0.05', '+0.15', 0]
['-0.31', '+0.17', '+0.05', '-0.13', 1]
['-0.31', '-0.03', '+0.05', '+0.18', 0]
['-0.31', '+0.17', '+0.05', '-0.10', 1]
['-0.31', '-0.03', '+0.05', '+0.21', 0]
['-0.31', '+0.17', '+0.06', '-0.07', 1]
['-0.31', '-0.03', '+0.05', '+0.24', 0]
['-0.31', '+0.17', '+0.06', '-0.03', 1]
['-0.30', '+0.36', '+0.06', '-0.31', 1]
['-0.30', '+0.16', '+0.05', '+0.00', 0]
['-0.29', '+0.36', '+0.05', '-0.27', 1]
['-0.29', '+0.16', '+0.05', '+0.04', 0]
['-0.28', '+0.36', '+0.05', '-0.24', 1]
['-0.28', '+0.16', '+0.04', '+0.07', 0]
['-0.27', '+0.36', '+0.04', '-0.21', 1]
['-0.26', '+0.16', '+0.04', '+0.09', 0]
['-0.26', '+0.35', '+0.04', '-0.19', 1]
['-0.25', '+0.16', '+0.04', '+0.12', 0]
['-0.25', '+0.35', '+0.04', '-0.16', 1]
['-0.24', '+0.16', '+0.04', '+0.14', 0]
['-0.24', '+0.35', '+0.04', '-0.14', 1]
['-0.23', '+0.16', '+0.04', '+0.17', 0]
['-0.23', '+0.35', '+0.04', '-0.11', 1]
['-0.22', '+0.16', '+0.04', '+0.19', 0]
['-0.22', '+0.35', '+0.04', '-0.09', 1]
['-0.21', '+0.54', '+0.04', '-0.37', 1]
['-0.20', '+0.35', '+0.03', '-0.06', 0]
['-0.20', '+0.54', '+0.03', '-0.34', 1]
['-0.19', '+0.35', '+0.03', '-0.04', 0]
['-0.18', '+0.54', '+0.02', '-0.33', 1]
['-0.17', '+0.35', '+0.02', '-0.02', 0]
['-0.16', '+0.54', '+0.02', '-0.31', 1]
['-0.15', '+0.35', '+0.01', '-0.01', 0]
['-0.14', '+0.54', '+0.01', '-0.30', 1]
['-0.13', '+0.35', '+0.00', '-0.01', 0]
['-0.12', '+0.54', '+0.00', '-0.30', 1]
['-0.11', '+0.35', '-0.00', '-0.00', 0]
['-0.11', '+0.54', '-0.00', '-0.30', 1]
['-0.10', '+0.35', '-0.01', '-0.01', 0]
['-0.09', '+0.54', '-0.01', '-0.30', 1]
['-0.08', '+0.35', '-0.01', '-0.01', 0]
['-0.07', '+0.54', '-0.01', '-0.31', 1]
['-0.06', '+0.35', '-0.02', '-0.02', 0]
['-0.05', '+0.54', '-0.02', '-0.32', 1]
['-0.04', '+0.35', '-0.03', '-0.03', 0]
['-0.04', '+0.54', '-0.03', '-0.33', 1]
['-0.03', '+0.35', '-0.03', '-0.05', 0]
['-0.02', '+0.54', '-0.03', '-0.35', 1]
['-0.01', '+0.35', '-0.04', '-0.07', 0]
['-0.00', '+0.54', '-0.04', '-0.38', 1]
['+0.01', '+0.35', '-0.05', '-0.10', 0]
['+0.02', '+0.55', '-0.05', '-0.41', 1]
['+0.03', '+0.35', '-0.06', '-0.13', 0]
['+0.04', '+0.16', '-0.06', '+0.14', 0]
['+0.04', '+0.35', '-0.06', '-0.17', 1]
['+0.05', '+0.16', '-0.06', '+0.10', 0]
['+0.05', '+0.36', '-0.06', '-0.21', 1]
['+0.06', '+0.16', '-0.07', '+0.06', 0]
['+0.06', '+0.36', '-0.06', '-0.25', 1]
['+0.07', '+0.16', '-0.07', '+0.02', 0]
['+0.07', '+0.36', '-0.07', '-0.29', 1]
['+0.08', '+0.16', '-0.08', '-0.02', 0]
['+0.08', '+0.36', '-0.08', '-0.34', 1]
['+0.09', '+0.17', '-0.08', '-0.07', 0]
['+0.09', '-0.03', '-0.08', '+0.20', 0]
['+0.09', '+0.17', '-0.08', '-0.12', 1]
['+0.09', '-0.02', '-0.08', '+0.15', 0]
['+0.09', '+0.17', '-0.08', '-0.17', 1]
['+0.10', '-0.02', '-0.08', '+0.10', 0]
['+0.10', '+0.17', '-0.08', '-0.22', 1]
['+0.10', '-0.02', '-0.08', '+0.04', 0]
['+0.10', '+0.18', '-0.08', '-0.27', 1]
['+0.10', '-0.02', '-0.09', '-0.01', 0]
['+0.10', '-0.21', '-0.09', '+0.25', 0]
['+0.10', '-0.02', '-0.08', '-0.06', 1]
['+0.05', '-0.20', '+0.01', '+0.25', 0]
['+0.04', '-0.01', '+0.01', '-0.04', 1]
['+0.04', '+0.19', '+0.01', '-0.33', 1]
['+0.05', '-0.01', '+0.01', '-0.03', 0]
['+0.05', '+0.19', '+0.01', '-0.32', 1]
['+0.05', '-0.01', '-0.00', '-0.03', 0]
['+0.05', '+0.19', '-0.00', '-0.32', 1]
['+0.05', '-0.01', '-0.01', '-0.03', 0]
['+0.05', '+0.19', '-0.01', '-0.32', 1]
['+0.06', '-0.01', '-0.01', '-0.03', 0]
['+0.06', '-0.20', '-0.02', '+0.26', 0]
['+0.05', '-0.01', '-0.01', '-0.04', 1]
['+0.05', '-0.20', '-0.01', '+0.25', 0]
['+0.05', '-0.01', '-0.01', '-0.05', 1]
['+0.05', '-0.20', '-0.01', '+0.24', 0]
['+0.04', '-0.01', '-0.00', '-0.05', 1]
['+0.04', '-0.20', '-0.00', '+0.24', 0]
['+0.04', '-0.01', '+0.00', '-0.05', 1]
['+0.04', '-0.20', '+0.00', '+0.24', 0]
['+0.03', '-0.01', '+0.01', '-0.05', 1]
['+0.03', '-0.20', '+0.00', '+0.24', 0]
['+0.03', '-0.01', '+0.01', '-0.05', 1]
['+0.03', '-0.20', '+0.01', '+0.25', 0]
['+0.03', '-0.01', '+0.01', '-0.04', 1]
['+0.03', '-0.20', '+0.01', '+0.25', 0]
['+0.02', '-0.01', '+0.02', '-0.04', 1]
['+0.02', '+0.19', '+0.02', '-0.32', 1]
['+0.03', '-0.01', '+0.01', '-0.03', 0]
['+0.03', '+0.19', '+0.01', '-0.32', 1]
['+0.03', '-0.01', '+0.00', '-0.02', 0]
['+0.03', '+0.19', '+0.00', '-0.31', 1]
['+0.03', '-0.01', '-0.00', '-0.02', 0]
['+0.03', '+0.19', '-0.00', '-0.31', 1]
['+0.04', '-0.01', '-0.01', '-0.02', 0]
['+0.04', '+0.19', '-0.01', '-0.32', 1]
['+0.04', '-0.01', '-0.02', '-0.03', 0]
['+0.04', '+0.19', '-0.02', '-0.33', 1]
['+0.04', '-0.01', '-0.02', '-0.04', 0]
['+0.04', '-0.20', '-0.02', '+0.25', 0]
['+0.04', '-0.01', '-0.02', '-0.05', 1]
['+0.04', '-0.20', '-0.02', '+0.23', 0]
['+0.04', '-0.01', '-0.02', '-0.07', 1]
['+0.03', '-0.20', '-0.02', '+0.22', 0]
['+0.03', '-0.01', '-0.01', '-0.08', 1]
['+0.03', '-0.20', '-0.02', '+0.21', 0]
['+0.03', '-0.01', '-0.01', '-0.09', 1]
['+0.03', '-0.20', '-0.01', '+0.20', 0]
['+0.02', '-0.01', '-0.01', '-0.09', 1]
['+0.02', '-0.20', '-0.01', '+0.20', 0]
['+0.02', '-0.01', '-0.01', '-0.10', 1]
['+0.02', '-0.20', '-0.01', '+0.19', 0]
['+0.01', '-0.01', '-0.00', '-0.11', 1]
['+0.01', '-0.20', '-0.01', '+0.19', 0]
['+0.01', '-0.00', '-0.00', '-0.11', 1]
['+0.01', '-0.20', '-0.01', '+0.18', 0]
['+0.01', '-0.00', '-0.00', '-0.11', 1]
['+0.01', '-0.20', '-0.00', '+0.18', 0]
['+0.00', '-0.00', '-0.00', '-0.11', 1]
['+0.00', '-0.20', '-0.00', '+0.18', 0]
['-0.00', '-0.00', '+0.00', '-0.11', 1]
['-0.00', '-0.20', '-0.00', '+0.18', 0]
['-0.01', '-0.00', '+0.00', '-0.11', 1]
['-0.01', '-0.20', '+0.00', '+0.18', 0]
['-0.01', '-0.00', '+0.00', '-0.11', 1]
['-0.01', '-0.20', '+0.00', '+0.18', 0]
['-0.01', '-0.00', '+0.01', '-0.11', 1]
['-0.01', '-0.20', '+0.00', '+0.18', 0]
['-0.02', '-0.00', '+0.01', '-0.11', 1]
['-0.02', '-0.20', '+0.00', '+0.19', 0]
['-0.02', '-0.00', '+0.01', '-0.11', 1]
['-0.02', '-0.20', '+0.01', '+0.19', 0]
['-0.03', '-0.01', '+0.01', '-0.10', 1]
['-0.03', '-0.20', '+0.01', '+0.19', 0]
['-0.03', '-0.01', '+0.01', '-0.10', 1]
['-0.03', '-0.20', '+0.01', '+0.20', 0]
['-0.03', '-0.01', '+0.01', '-0.09', 1]
['-0.03', '-0.20', '+0.01', '+0.21', 0]
['-0.04', '-0.01', '+0.02', '-0.08', 1]
['-0.04', '-0.20', '+0.01', '+0.22', 0]
['-0.04', '-0.01', '+0.02', '-0.07', 1]
['-0.04', '-0.20', '+0.02', '+0.23', 0]
['-0.05', '-0.01', '+0.02', '-0.06', 1]
['-0.05', '-0.20', '+0.02', '+0.24', 0]
['-0.05', '-0.01', '+0.03', '-0.05', 1]
['-0.05', '-0.20', '+0.02', '+0.25', 0]
['-0.06', '-0.01', '+0.03', '-0.03', 1]
['-0.06', '+0.19', '+0.03', '-0.32', 1]
['-0.05', '-0.01', '+0.02', '-0.01', 0]
['-0.05', '+0.19', '+0.02', '-0.30', 1]
['-0.05', '-0.01', '+0.02', '+0.00', 0]
['-0.05', '+0.19', '+0.02', '-0.29', 1]
['-0.05', '-0.01', '+0.01', '+0.01', 0]
['-0.05', '+0.18', '+0.01', '-0.28', 1]
['-0.04', '-0.01', '+0.01', '+0.02', 0]
['-0.04', '+0.18', '+0.01', '-0.27', 1]
['-0.04', '-0.01', '-0.00', '+0.02', 0]
['-0.04', '+0.18', '+0.00', '-0.27', 1]
['-0.03', '-0.01', '-0.01', '+0.02', 0]
['-0.03', '+0.18', '-0.00', '-0.27', 1]
['-0.03', '-0.01', '-0.01', '+0.02', 0]
['-0.03', '+0.18', '-0.01', '-0.28', 1]
['-0.03', '-0.01', '-0.02', '+0.01', 0]
['-0.03', '+0.19', '-0.02', '-0.29', 1]
['-0.02', '-0.01', '-0.02', '+0.00', 0]
['-0.02', '+0.19', '-0.02', '-0.30', 1]
['-0.02', '-0.01', '-0.03', '-0.01', 0]
['-0.02', '+0.19', '-0.03', '-0.31', 1]
['-0.02', '-0.01', '-0.03', '-0.03', 0]
['-0.02', '-0.20', '-0.03', '+0.25', 0]
['-0.02', '-0.01', '-0.03', '-0.05', 1]
['-0.02', '-0.20', '-0.03', '+0.23', 0]
['-0.03', '-0.01', '-0.03', '-0.07', 1]
['-0.03', '-0.20', '-0.03', '+0.22', 0]
['-0.03', '-0.01', '-0.02', '-0.08', 1]
['-0.03', '-0.20', '-0.02', '+0.20', 0]
['-0.03', '-0.01', '-0.02', '-0.10', 1]
['-0.03', '-0.20', '-0.02', '+0.19', 0]
['-0.04', '-0.00', '-0.02', '-0.11', 1]
['-0.04', '-0.20', '-0.02', '+0.17', 0]
['-0.04', '-0.00', '-0.02', '-0.12', 1]
['-0.04', '-0.20', '-0.02', '+0.16', 0]
['-0.05', '-0.00', '-0.02', '-0.14', 1]
['-0.05', '-0.20', '-0.02', '+0.15', 0]
['-0.05', '-0.00', '-0.02', '-0.15', 1]
['-0.05', '-0.20', '-0.02', '+0.14', 0]
['-0.05', '-0.00', '-0.02', '-0.16', 1]
['-0.05', '-0.20', '-0.02', '+0.13', 0]
['-0.06', '-0.00', '-0.02', '-0.17', 1]
['-0.06', '-0.20', '-0.02', '+0.12', 0]
['-0.06', '-0.00', '-0.02', '-0.18', 1]
['-0.06', '-0.20', '-0.02', '+0.11', 0]
['-0.07', '-0.00', '-0.02', '-0.19', 1]
['-0.07', '-0.20', '-0.02', '+0.09', 0]
['-0.07', '-0.00', '-0.02', '-0.21', 1]
['-0.07', '-0.20', '-0.03', '+0.08', 0]
['-0.07', '+0.00', '-0.02', '-0.22', 1]
['-0.07', '-0.19', '-0.03', '+0.06', 0]
['-0.08', '-0.39', '-0.03', '+0.35', 0]
['-0.09', '-0.19', '-0.02', '+0.05', 1]
['-0.09', '-0.39', '-0.02', '+0.33', 0]
['-0.10', '-0.19', '-0.01', '+0.03', 1]
['-0.10', '-0.39', '-0.01', '+0.32', 0]
['-0.11', '-0.19', '-0.01', '+0.03', 1]
['-0.11', '-0.39', '-0.00', '+0.32', 0]
['-0.12', '-0.19', '+0.00', '+0.02', 1]
['-0.12', '-0.39', '+0.00', '+0.32', 0]
['-0.13', '-0.19', '+0.01', '+0.03', 1]
['-0.14', '-0.39', '+0.01', '+0.32', 0]
['-0.14', '-0.19', '+0.02', '+0.03', 1]
['-0.15', '-0.39', '+0.02', '+0.33', 0]
['-0.16', '-0.19', '+0.02', '+0.04', 1]
['-0.16', '-0.39', '+0.02', '+0.34', 0]
['-0.17', '-0.19', '+0.03', '+0.06', 1]
['-0.17', '+0.00', '+0.03', '-0.23', 1]
['-0.17', '-0.20', '+0.03', '+0.07', 0]
['-0.17', '-0.00', '+0.03', '-0.21', 1]
['-0.17', '-0.20', '+0.02', '+0.09', 0]
['-0.18', '-0.00', '+0.03', '-0.19', 1]
['-0.18', '-0.20', '+0.02', '+0.11', 0]
['-0.18', '-0.00', '+0.02', '-0.18', 1]
['-0.18', '-0.20', '+0.02', '+0.12', 0]
['-0.19', '-0.00', '+0.02', '-0.16', 1]
['-0.19', '-0.20', '+0.02', '+0.14', 0]
['-0.19', '-0.00', '+0.02', '-0.15', 1]
['-0.19', '-0.20', '+0.02', '+0.15', 0]
['-0.19', '-0.00', '+0.02', '-0.14', 1]
['-0.19', '-0.20', '+0.02', '+0.16', 0]
['-0.20', '-0.00', '+0.02', '-0.12', 1]
['-0.20', '-0.20', '+0.02', '+0.18', 0]
['-0.20', '-0.00', '+0.02', '-0.11', 1]
['-0.20', '-0.20', '+0.02', '+0.19', 0]
['-0.21', '-0.01', '+0.03', '-0.09', 1]
['-0.21', '-0.20', '+0.02', '+0.21', 0]
['-0.21', '-0.01', '+0.03', '-0.08', 1]
['-0.21', '-0.20', '+0.03', '+0.22', 0]
['-0.22', '-0.01', '+0.03', '-0.06', 1]
['-0.22', '-0.20', '+0.03', '+0.24', 0]
['-0.22', '-0.01', '+0.03', '-0.04', 1]
['-0.22', '-0.20', '+0.03', '+0.26', 0]
['-0.22', '-0.01', '+0.04', '-0.02', 1]
['-0.22', '+0.19', '+0.04', '-0.30', 1]
['-0.22', '-0.01', '+0.03', '+0.00', 0]
['-0.22', '+0.18', '+0.03', '-0.28', 1]
['-0.22', '-0.01', '+0.03', '+0.02', 0]
